sepal.width	variety
4.6	Virginica
7.6	Setosa
2.5	Versicolor
6.3	Setosa
4.1	Virginica
7.4	Setosa
3.8	Versicolor
5.4	Setosa
4.2	Virginica
4.3	Setosa
3.0	Virginica
4.5	Setosa
3.5	Versicolor
6.0	Setosa
5.5	Versicolor
7.2	Versicolor
4.5	Virginica
5.2	Setosa
6.6	Virginica
4.1	Setosa
7.4	Setosa
3.4	Setosa
6.0	Setosa
7.9	Virginica
5.7	Setosa
7.4	Setosa
7.5	Versicolor
3.0	Versicolor
4.5	Versicolor
6.7	Virginica
3.3	Virginica
6.8	Versicolor
4.4	Versicolor
7.2	Versicolor
7.4	Setosa
4.5	Setosa
5.9	Setosa
6.5	Versicolor
4.9	Versicolor
5.0	Versicolor
8.0	Setosa
3.0	Virginica
6.3	Virginica
6.5	Virginica
6.4	Setosa
4.1	Setosa
6.2	Virginica
2.9	Versicolor
6.2	Virginica
6.4	Virginica
6.9	Setosa
7.8	Virginica
3.3	Versicolor
3.5	Virginica
6.5	Setosa
5.6	Setosa
6.8	Virginica
4.0	Virginica
5.5	Versicolor
6.1	Setosa
6.5	Virginica
6.4	Versicolor
3.9	Versicolor
2.8	Versicolor
6.5	Versicolor
3.9	Virginica
8.1	Virginica
6.9	Versicolor
4.4	Versicolor
5.8	Setosa
6.1	Versicolor
3.4	Setosa
2.8	Versicolor
3.7	Versicolor
2.9	Versicolor
6.2	Setosa
2.7	Versicolor
6.6	Versicolor
5.2	Versicolor
3.3	Virginica
2.8	Versicolor
5.0	Versicolor
2.8	Versicolor
8.0	Setosa
3.9	Setosa
6.2	Virginica
6.6	Versicolor
4.8	Virginica
6.7	Versicolor
5.2	Setosa
7.5	Versicolor
3.4	Versicolor
6.1	Setosa
4.8	Versicolor
7.7	Versicolor
4.6	Versicolor
5.7	Virginica
4.3	Virginica
3.4	Versicolor
4.1	Versicolor
5.0	Virginica
7.0	Setosa
3.3	Setosa
6.7	Versicolor
5.3	Virginica
