sepal.width	variety
7.8	Setosa
3.6	Setosa
6.2	Versicolor
6.4	Versicolor
3.9	Virginica
5.1	Setosa
5.0	Virginica
7.1	Setosa
6.7	Versicolor
8.2	Setosa
3.9	Versicolor
3.0	Versicolor
3.0	Versicolor
4.9	Setosa
4.3	Versicolor
3.2	Versicolor
4.0	Virginica
5.5	Virginica
5.4	Setosa
6.0	Virginica
6.2	Versicolor
5.6	Setosa
4.6	Setosa
6.0	Versicolor
3.5	Virginica
8.9	Setosa
5.3	Virginica
4.0	Virginica
4.5	Virginica
5.2	Setosa
5.5	Setosa
5.3	Virginica
3.5	Setosa
7.0	Versicolor
4.9	Versicolor
3.7	Versicolor
3.8	Versicolor
7.8	Setosa
4.8	Virginica
4.7	Virginica
6.8	Virginica
7.4	Setosa
6.8	Versicolor
6.0	Setosa
6.2	Virginica
4.0	Virginica
2.3	Versicolor
3.6	Virginica
5.1	Virginica
3.0	Versicolor
7.6	Virginica
4.3	Versicolor
6.4	Virginica
3.5	Setosa
6.1	Setosa
7.7	Virginica
6.5	Versicolor
7.2	Setosa
6.3	Setosa
7.1	Versicolor
5.5	Versicolor
3.2	Virginica
4.4	Versicolor
8.0	Setosa
5.0	Versicolor
5.9	Setosa
6.4	Virginica
4.1	Setosa
4.6	Virginica
3.7	Versicolor
6.0	Setosa
6.8	Virginica
7.4	Virginica
2.8	Versicolor
4.5	Versicolor
4.2	Setosa
3.5	Virginica
6.9	Setosa
3.6	Versicolor
6.8	Virginica
3.7	Setosa
5.3	Virginica
7.3	Virginica
5.7	Versicolor
7.5	Virginica
6.7	Versicolor
7.3	Virginica
4.1	Virginica
4.8	Virginica
5.9	Versicolor
5.2	Virginica
7.9	Setosa
7.5	Versicolor
3.4	Setosa
5.5	Setosa
7.4	Versicolor
7.9	Setosa
5.7	Setosa
4.9	Setosa
3.0	Virginica
2.9	Versicolor
6.5	Versicolor
6.0	Setosa
6.3	Versicolor
6.3	Setosa
