sepal.width	variety
4.8	Virginica
2.6	Virginica
4.0	Setosa
6.7	Versicolor
6.0	Setosa
7.8	Virginica
4.3	Versicolor
3.5	Versicolor
6.7	Setosa
3.2	Virginica
6.9	Setosa
6.0	Versicolor
4.0	Virginica
4.1	Virginica
6.7	Setosa
6.8	Versicolor
5.3	Virginica
6.5	Virginica
5.5	Versicolor
7.9	Setosa
4.2	Versicolor
5.9	Setosa
6.5	Virginica
4.5	Setosa
4.0	Setosa
3.2	Virginica
5.0	Versicolor
6.9	Versicolor
3.6	Versicolor
3.0	Virginica
6.5	Virginica
6.4	Setosa
4.8	Versicolor
6.7	Virginica
7.3	Virginica
4.6	Setosa
4.0	Setosa
6.4	Setosa
4.2	Setosa
3.7	Virginica
5.4	Versicolor
3.3	Virginica
7.6	Setosa
7.5	Virginica
5.3	Versicolor
6.9	Versicolor
6.1	Setosa
3.6	Setosa
3.7	Versicolor
6.5	Versicolor
4.0	Virginica
7.5	Virginica
4.5	Virginica
5.6	Versicolor
5.1	Virginica
5.6	Virginica
4.7	Virginica
4.8	Virginica
4.5	Setosa
3.4	Setosa
5.5	Versicolor
4.4	Virginica
6.3	Virginica
8.2	Setosa
5.9	Versicolor
2.9	Versicolor
6.8	Versicolor
2.8	Versicolor
5.3	Virginica
7.9	Setosa
3.6	Virginica
4.9	Setosa
4.7	Versicolor
4.9	Versicolor
6.0	Setosa
5.0	Virginica
8.1	Setosa
4.4	Virginica
6.8	Setosa
6.5	Versicolor
7.4	Setosa
4.3	Virginica
3.5	Virginica
7.8	Virginica
4.6	Setosa
6.0	Setosa
7.4	Setosa
2.9	Versicolor
5.5	Setosa
6.2	Virginica
6.2	Versicolor
3.2	Versicolor
3.3	Setosa
4.7	Versicolor
4.4	Versicolor
5.5	Setosa
7.0	Virginica
7.4	Setosa
5.0	Versicolor
4.2	Virginica
4.5	Virginica
7.5	Versicolor
4.9	Versicolor
5.3	Setosa
5.7	Versicolor
