sepal.width	variety
5.7	Versicolor
7.4	Setosa
6.0	Setosa
6.0	Versicolor
7.7	Setosa
3.8	Versicolor
6.4	Setosa
6.3	Virginica
7.4	Setosa
7.7	Virginica
6.6	Setosa
6.4	Virginica
5.7	Virginica
4.8	Setosa
6.8	Versicolor
6.0	Virginica
3.6	Virginica
3.4	Versicolor
6.0	Versicolor
4.6	Virginica
3.2	Versicolor
6.5	Versicolor
6.8	Virginica
3.4	Virginica
6.0	Setosa
7.1	Setosa
5.3	Virginica
5.5	Setosa
4.7	Virginica
3.8	Setosa
6.4	Virginica
4.4	Versicolor
4.0	Virginica
4.8	Versicolor
5.5	Setosa
5.7	Versicolor
6.0	Virginica
6.2	Setosa
3.5	Virginica
6.9	Versicolor
7.7	Setosa
5.3	Virginica
3.0	Setosa
3.8	Virginica
7.9	Setosa
3.0	Virginica
5.4	Setosa
7.0	Virginica
5.2	Setosa
2.7	Versicolor
6.0	Virginica
3.2	Virginica
5.0	Virginica
6.0	Setosa
7.2	Virginica
6.5	Virginica
5.1	Versicolor
8.3	Virginica
4.9	Setosa
6.6	Virginica
6.2	Virginica
2.6	Versicolor
3.0	Setosa
3.8	Versicolor
5.0	Versicolor
4.2	Setosa
5.1	Setosa
6.9	Setosa
5.4	Setosa
7.7	Setosa
3.4	Versicolor
3.8	Versicolor
5.5	Versicolor
2.5	Virginica
3.3	Virginica
6.0	Versicolor
6.6	Virginica
3.2	Setosa
2.7	Virginica
4.6	Setosa
7.9	Setosa
3.2	Versicolor
7.3	Setosa
7.1	Versicolor
6.6	Virginica
6.7	Setosa
6.5	Setosa
3.5	Setosa
4.1	Versicolor
3.5	Virginica
5.7	Versicolor
3.1	Versicolor
5.5	Versicolor
8.0	Setosa
7.8	Setosa
3.6	Virginica
5.5	Versicolor
4.3	Setosa
6.4	Versicolor
5.1	Virginica
6.8	Versicolor
3.4	Setosa
6.6	Setosa
7.8	Versicolor
6.1	Setosa
