petal.length	variety
5.7	Setosa
6.7	Virginica
5.6	Virginica
9.3	Virginica
6.1	Virginica
8.4	Virginica
5.9	Versicolor
7.8	Versicolor
5.6	Virginica
5.5	Setosa
2.4	Setosa
8.6	Virginica
4.5	Setosa
9.2	Virginica
5.6	Versicolor
5.2	Setosa
8.2	Virginica
2.7	Setosa
8.0	Versicolor
5.0	Versicolor
7.9	Versicolor
1.6	Setosa
6.5	Versicolor
7.5	Versicolor
9.6	Virginica
7.0	Versicolor
8.5	Virginica
6.7	Versicolor
6.0	Virginica
10.6	Virginica
9.2	Versicolor
6.0	Virginica
5.8	Virginica
9.2	Versicolor
8.1	Versicolor
5.3	Versicolor
5.5	Versicolor
5.9	Virginica
7.0	Versicolor
3.8	Setosa
5.5	Setosa
7.1	Versicolor
8.6	Virginica
6.5	Virginica
7.0	Virginica
5.7	Setosa
3.0	Setosa
9.5	Virginica
8.7	Virginica
7.0	Versicolor
4.2	Versicolor
3.6	Setosa
5.5	Versicolor
4.4	Setosa
7.1	Virginica
5.5	Versicolor
2.5	Setosa
4.7	Versicolor
4.3	Setosa
8.6	Versicolor
5.8	Setosa
6.7	Virginica
7.9	Versicolor
4.5	Setosa
2.2	Setosa
4.9	Virginica
6.0	Virginica
2.4	Setosa
8.6	Virginica
5.0	Versicolor
4.3	Versicolor
5.2	Versicolor
5.1	Virginica
1.9	Setosa
7.8	Virginica
7.3	Virginica
6.6	Virginica
5.9	Setosa
8.3	Virginica
8.0	Versicolor
9.4	Virginica
2.9	Setosa
8.6	Virginica
8.3	Virginica
7.4	Virginica
5.7	Setosa
5.9	Versicolor
2.0	Setosa
4.0	Setosa
3.0	Setosa
7.5	Versicolor
8.9	Virginica
3.1	Setosa
5.9	Virginica
3.4	Setosa
3.5	Setosa
5.4	Setosa
1.9	Setosa
7.1	Versicolor
7.6	Virginica
5.0	Setosa
7.1	Virginica
4.8	Setosa
5.9	Setosa
7.4	Versicolor
