sepal.width	variety
7.6	Versicolor
5.7	Virginica
3.2	Virginica
7.3	Virginica
5.5	Versicolor
3.5	Setosa
6.0	Virginica
5.2	Virginica
3.6	Virginica
7.0	Virginica
4.7	Setosa
4.5	Virginica
3.6	Versicolor
3.5	Setosa
6.9	Virginica
8.4	Setosa
6.5	Virginica
2.8	Versicolor
4.9	Setosa
6.7	Versicolor
7.9	Setosa
6.4	Versicolor
5.3	Setosa
3.9	Setosa
5.0	Virginica
5.7	Versicolor
4.5	Setosa
2.4	Versicolor
6.7	Setosa
4.3	Setosa
3.2	Virginica
4.7	Versicolor
6.2	Setosa
4.5	Setosa
6.3	Virginica
3.2	Versicolor
4.4	Versicolor
5.6	Setosa
3.0	Virginica
5.0	Setosa
5.9	Versicolor
7.1	Versicolor
7.8	Setosa
5.7	Versicolor
5.2	Virginica
5.8	Virginica
4.0	Virginica
5.3	Virginica
4.4	Setosa
3.3	Virginica
6.9	Virginica
3.4	Setosa
6.6	Virginica
6.6	Virginica
5.1	Versicolor
3.4	Versicolor
6.7	Setosa
7.4	Setosa
4.5	Setosa
5.1	Virginica
6.8	Virginica
6.0	Versicolor
7.2	Virginica
7.4	Setosa
3.4	Setosa
6.5	Virginica
6.5	Virginica
3.8	Virginica
5.8	Versicolor
4.6	Setosa
4.3	Versicolor
7.4	Setosa
3.6	Setosa
5.6	Setosa
5.7	Versicolor
3.0	Versicolor
4.4	Versicolor
3.5	Setosa
3.5	Versicolor
3.1	Setosa
7.1	Setosa
7.0	Setosa
4.7	Setosa
4.1	Versicolor
4.5	Virginica
7.1	Setosa
5.3	Setosa
3.7	Setosa
3.0	Virginica
6.0	Versicolor
6.2	Virginica
7.0	Setosa
5.7	Setosa
3.2	Setosa
4.7	Versicolor
3.0	Virginica
3.2	Virginica
4.5	Versicolor
6.9	Virginica
4.5	Virginica
7.9	Setosa
6.6	Versicolor
7.5	Versicolor
4.2	Versicolor
5.3	Versicolor
