petal.width	variety
2.8	Virginica
2.0	Virginica
2.0	Versicolor
5.8	Versicolor
5.8	Virginica
5.3	Versicolor
2.2	Versicolor
3.6	Versicolor
0.2	Setosa
1.6	Setosa
0.8	Setosa
3.6	Virginica
4.7	Setosa
2.2	Setosa
6.0	Versicolor
2.8	Virginica
4.2	Setosa
5.9	Virginica
1.2	Setosa
6.3	Virginica
4.8	Setosa
3.4	Setosa
1.3	Versicolor
3.8	Setosa
4.5	Versicolor
5.0	Versicolor
6.3	Virginica
0.2	Setosa
6.4	Virginica
1.9	Virginica
4.2	Versicolor
1.5	Versicolor
4.2	Setosa
5.9	Versicolor
0.1	Setosa
4.7	Virginica
4.4	Virginica
0.2	Setosa
4.4	Setosa
2.9	Versicolor
0.7	Setosa
5.6	Versicolor
1.9	Setosa
3.8	Setosa
2.3	Versicolor
4.0	Versicolor
1.3	Setosa
2.8	Virginica
3.3	Versicolor
1.2	Setosa
1.1	Versicolor
5.6	Virginica
2.2	Versicolor
0.2	Setosa
5.0	Versicolor
4.5	Virginica
3.3	Versicolor
4.4	Setosa
5.5	Versicolor
3.2	Setosa
3.2	Setosa
4.9	Versicolor
6.2	Virginica
3.0	Virginica
5.8	Virginica
6.8	Virginica
4.4	Virginica
2.8	Versicolor
4.8	Virginica
3.7	Setosa
0.7	Setosa
3.7	Setosa
1.5	Versicolor
0.6	Setosa
5.4	Virginica
6.7	Virginica
5.8	Virginica
4.7	Virginica
5.3	Versicolor
4.3	Versicolor
4.8	Virginica
5.2	Versicolor
1.9	Virginica
5.1	Versicolor
1.0	Versicolor
5.3	Versicolor
3.2	Setosa
3.3	Virginica
5.8	Virginica
2.5	Virginica
2.7	Versicolor
5.5	Virginica
3.5	Versicolor
6.0	Virginica
2.8	Versicolor
2.0	Versicolor
4.1	Setosa
6.0	Versicolor
5.0	Virginica
0.7	Setosa
4.0	Versicolor
1.3	Versicolor
3.1	Versicolor
5.8	Versicolor
4.2	Setosa
