sepal.width	petal.length	variety
5.5	4.8	Setosa
2.7	7.5	Virginica
4.8	5.9	Virginica
7.0	1.6	Setosa
4.8	3.9	Setosa
4.0	3.4	Setosa
3.1	7.4	Virginica
4.9	4.7	Versicolor
6.3	8.7	Versicolor
6.6	7.9	Versicolor
4.9	5.5	Setosa
3.7	2.5	Setosa
4.5	2.9	Setosa
4.9	9.1	Versicolor
5.2	1.5	Setosa
6.5	8.0	Versicolor
6.5	7.7	Versicolor
5.5	5.9	Setosa
6.3	6.7	Versicolor
7.4	8.0	Versicolor
6.3	3.2	Setosa
5.5	4.7	Setosa
4.9	3.4	Setosa
6.4	4.8	Versicolor
3.6	4.4	Setosa
8.0	3.8	Setosa
4.4	4.1	Setosa
3.5	7.5	Versicolor
3.5	8.4	Virginica
5.0	9.0	Virginica
7.0	5.2	Virginica
7.3	9.6	Virginica
4.7	8.1	Virginica
7.2	5.8	Setosa
4.3	8.3	Versicolor
7.0	9.5	Virginica
7.5	4.5	Versicolor
5.8	7.0	Versicolor
3.4	4.3	Versicolor
5.8	10.2	Virginica
5.2	7.6	Virginica
5.7	7.1	Versicolor
5.0	5.6	Setosa
4.1	7.1	Virginica
6.0	9.6	Virginica
6.7	7.5	Versicolor
7.0	4.1	Setosa
3.0	5.0	Versicolor
6.8	8.2	Virginica
6.6	7.1	Virginica
3.5	6.4	Versicolor
3.7	6.7	Versicolor
4.8	7.7	Virginica
7.4	2.5	Setosa
6.3	8.6	Virginica
4.9	2.2	Setosa
7.2	8.5	Versicolor
2.8	9.0	Versicolor
4.9	3.3	Setosa
5.4	6.0	Versicolor
5.3	4.3	Setosa
5.9	5.4	Setosa
7.1	2.0	Setosa
4.9	4.3	Versicolor
5.8	3.9	Setosa
6.2	9.1	Virginica
6.6	8.4	Versicolor
3.1	6.5	Virginica
4.5	11.1	Virginica
8.3	3.2	Setosa
5.6	9.1	Virginica
6.9	5.6	Virginica
5.9	2.4	Setosa
5.0	5.8	Virginica
7.2	5.4	Versicolor
6.0	4.1	Versicolor
7.0	3.4	Setosa
6.1	4.0	Setosa
4.6	5.5	Versicolor
3.8	6.3	Versicolor
6.2	8.8	Virginica
6.9	5.8	Versicolor
6.2	3.0	Setosa
5.7	5.0	Versicolor
6.6	4.9	Versicolor
5.8	9.5	Virginica
6.0	4.3	Setosa
5.2	1.2	Setosa
7.2	7.2	Versicolor
6.7	7.6	Versicolor
5.3	2.0	Setosa
2.8	8.6	Versicolor
6.6	2.0	Setosa
6.5	8.9	Versicolor
6.7	7.9	Virginica
4.7	7.7	Virginica
7.0	8.6	Versicolor
7.6	5.6	Setosa
4.3	6.1	Versicolor
5.9	1.9	Setosa
4.9	3.5	Setosa
4.7	4.8	Setosa
4.8	6.0	Versicolor
4.7	4.4	Versicolor
4.7	8.0	Virginica
