petal.width	variety
4.0	Versicolor
3.7	Versicolor
1.6	Versicolor
0.2	Setosa
5.5	Versicolor
3.2	Setosa
5.3	Versicolor
4.0	Versicolor
3.3	Setosa
4.2	Setosa
2.4	Setosa
5.5	Virginica
1.8	Setosa
5.3	Versicolor
4.9	Virginica
4.3	Versicolor
2.8	Versicolor
3.2	Setosa
4.6	Virginica
6.2	Versicolor
5.5	Virginica
0.7	Setosa
4.6	Virginica
3.7	Setosa
1.9	Virginica
1.4	Versicolor
5.3	Virginica
4.7	Setosa
4.7	Setosa
2.6	Setosa
5.7	Virginica
2.8	Versicolor
5.2	Virginica
3.7	Setosa
6.1	Versicolor
6.5	Virginica
3.2	Versicolor
4.6	Versicolor
1.7	Setosa
3.9	Versicolor
5.6	Versicolor
6.6	Virginica
3.2	Setosa
3.4	Virginica
2.8	Versicolor
2.4	Setosa
2.8	Virginica
4.9	Versicolor
4.0	Versicolor
4.7	Versicolor
4.4	Virginica
3.2	Setosa
4.5	Versicolor
1.7	Setosa
1.2	Setosa
2.8	Virginica
4.4	Setosa
3.3	Setosa
1.2	Setosa
0.7	Setosa
4.3	Setosa
3.2	Setosa
2.9	Versicolor
1.3	Versicolor
4.5	Virginica
6.0	Versicolor
3.3	Virginica
3.9	Virginica
6.5	Virginica
4.9	Virginica
1.7	Setosa
2.7	Setosa
4.2	Setosa
1.8	Versicolor
1.2	Setosa
5.0	Virginica
4.2	Setosa
4.4	Virginica
0.2	Setosa
2.3	Virginica
1.7	Virginica
4.1	Setosa
5.5	Virginica
5.3	Virginica
1.3	Versicolor
6.3	Virginica
5.3	Versicolor
2.5	Versicolor
2.5	Virginica
4.5	Setosa
0.9	Setosa
1.8	Versicolor
4.1	Virginica
2.3	Virginica
2.6	Virginica
3.2	Versicolor
2.4	Versicolor
5.0	Versicolor
3.9	Setosa
3.1	Setosa
2.7	Virginica
2.6	Setosa
3.3	Virginica
4.8	Virginica
5.3	Virginica
