sepal.length	sepal.width	variety
7.6	8.3	Setosa
7.7	4.8	Virginica
10.2	6.5	Versicolor
5.4	7.2	Setosa
5.8	2.8	Virginica
4.9	6.6	Setosa
10.5	4.2	Virginica
7.1	3.0	Versicolor
11.6	6.0	Virginica
7.9	7.3	Virginica
8.3	3.9	Setosa
7.7	8.1	Virginica
9.0	4.7	Setosa
10.1	3.4	Versicolor
9.4	7.5	Versicolor
7.0	6.7	Virginica
9.2	6.3	Versicolor
8.8	7.0	Virginica
8.5	4.5	Virginica
9.4	5.1	Virginica
9.3	4.5	Setosa
6.0	6.6	Versicolor
5.6	5.8	Setosa
10.8	2.9	Virginica
10.2	7.3	Virginica
7.0	6.9	Setosa
8.6	5.0	Versicolor
7.8	3.4	Setosa
10.2	7.8	Virginica
6.9	6.2	Virginica
6.0	5.4	Versicolor
7.6	7.1	Setosa
9.6	7.4	Versicolor
10.3	4.7	Virginica
9.6	7.0	Versicolor
7.7	5.4	Versicolor
7.1	5.5	Setosa
5.4	7.6	Setosa
8.4	5.6	Virginica
6.5	3.8	Versicolor
8.3	4.5	Versicolor
7.9	7.2	Setosa
11.2	5.1	Versicolor
6.6	4.0	Virginica
7.4	6.1	Virginica
8.8	5.5	Setosa
7.2	6.3	Virginica
7.5	6.0	Versicolor
9.0	8.0	Setosa
5.6	5.5	Versicolor
11.3	6.9	Virginica
7.5	6.5	Setosa
10.2	4.9	Virginica
6.1	3.0	Versicolor
6.3	3.6	Setosa
7.3	7.4	Virginica
7.7	6.6	Versicolor
7.4	6.6	Setosa
4.6	5.1	Setosa
6.0	3.4	Setosa
9.7	6.7	Versicolor
7.3	2.8	Versicolor
8.4	3.2	Virginica
8.0	3.8	Versicolor
6.7	4.5	Virginica
8.0	3.6	Setosa
8.7	3.5	Virginica
8.5	4.2	Setosa
6.2	5.9	Versicolor
7.4	5.2	Versicolor
8.9	3.9	Setosa
7.3	6.7	Versicolor
10.4	4.6	Versicolor
6.3	3.3	Virginica
8.1	3.1	Virginica
9.5	6.2	Versicolor
5.5	5.4	Versicolor
9.2	6.5	Virginica
6.6	7.3	Setosa
8.3	6.3	Virginica
9.4	3.2	Versicolor
6.5	5.3	Versicolor
8.0	6.5	Virginica
7.0	5.2	Versicolor
9.8	2.7	Virginica
5.1	6.3	Setosa
4.9	6.4	Versicolor
6.1	4.2	Setosa
5.9	6.9	Setosa
8.0	5.0	Versicolor
7.5	6.5	Virginica
9.7	4.8	Virginica
5.0	6.0	Setosa
4.4	7.5	Setosa
11.2	6.5	Versicolor
7.5	4.4	Versicolor
6.6	7.0	Setosa
9.6	7.3	Versicolor
5.8	3.7	Virginica
5.5	6.8	Setosa
8.1	5.7	Setosa
10.9	7.3	Virginica
5.6	5.4	Setosa
5.2	7.6	Setosa
5.6	5.2	Versicolor
