sepal.width	petal.length	variety
6.7	1.2	Setosa
2.8	5.1	Versicolor
8.1	6.6	Virginica
3.9	4.3	Versicolor
4.5	7.7	Versicolor
6.2	5.2	Versicolor
5.2	6.6	Virginica
3.3	6.2	Versicolor
4.2	6.5	Versicolor
3.7	2.0	Setosa
2.8	8.1	Virginica
4.8	3.2	Setosa
4.5	3.0	Setosa
6.2	10.5	Virginica
6.0	10.0	Virginica
6.8	7.1	Virginica
3.3	8.1	Versicolor
4.5	3.8	Setosa
5.7	6.2	Versicolor
6.0	9.5	Virginica
5.0	8.3	Virginica
7.6	1.5	Setosa
5.3	8.6	Virginica
6.0	7.5	Versicolor
6.9	8.1	Virginica
6.2	1.3	Setosa
4.9	8.2	Versicolor
6.9	5.0	Setosa
5.3	9.7	Virginica
6.1	1.5	Setosa
3.1	2.1	Setosa
3.0	6.0	Virginica
2.8	8.6	Virginica
6.9	7.8	Virginica
7.0	5.1	Versicolor
4.0	9.1	Virginica
3.7	5.0	Virginica
6.2	6.1	Versicolor
4.6	1.4	Setosa
6.9	3.5	Setosa
4.5	5.0	Versicolor
4.0	9.0	Virginica
6.7	8.1	Virginica
6.4	7.8	Versicolor
8.3	2.4	Setosa
6.3	2.1	Setosa
5.5	6.4	Versicolor
3.0	9.1	Virginica
7.3	6.2	Virginica
6.9	5.4	Setosa
7.5	9.1	Versicolor
5.6	4.5	Setosa
4.5	10.0	Virginica
4.1	5.1	Virginica
2.8	8.8	Virginica
2.2	6.0	Versicolor
4.4	1.5	Setosa
6.9	4.2	Setosa
6.4	6.5	Versicolor
8.0	3.4	Setosa
6.8	5.9	Virginica
2.6	7.1	Virginica
6.1	2.5	Setosa
4.8	6.6	Virginica
7.4	1.9	Setosa
3.0	1.9	Setosa
5.5	7.7	Virginica
3.9	4.3	Setosa
7.9	2.2	Setosa
7.1	10.0	Virginica
4.4	4.1	Setosa
4.1	9.4	Virginica
5.0	8.4	Versicolor
4.2	6.9	Versicolor
3.0	8.5	Versicolor
7.3	7.5	Versicolor
5.9	8.1	Virginica
6.3	2.9	Setosa
5.9	3.5	Setosa
7.5	7.9	Virginica
7.5	3.4	Setosa
3.8	1.3	Setosa
8.3	7.7	Virginica
4.7	5.1	Virginica
4.4	2.9	Setosa
7.8	3.0	Setosa
2.9	4.7	Versicolor
3.3	10.0	Virginica
7.6	8.9	Versicolor
5.9	4.8	Versicolor
4.4	5.1	Versicolor
3.3	8.4	Versicolor
4.5	9.3	Virginica
3.1	9.6	Virginica
8.5	3.2	Setosa
6.2	5.4	Setosa
5.0	2.1	Setosa
5.9	7.3	Versicolor
3.5	2.9	Setosa
7.4	9.9	Virginica
4.6	3.5	Versicolor
7.8	7.2	Virginica
5.8	4.7	Setosa
2.8	6.8	Versicolor
4.2	3.6	Setosa
