sepal.width	petal.length	variety
7.1	8.4	Versicolor
3.4	2.1	Setosa
6.0	6.0	Virginica
5.7	3.9	Versicolor
5.2	8.2	Versicolor
6.4	1.7	Setosa
4.0	4.9	Versicolor
6.7	6.8	Virginica
4.3	4.5	Versicolor
2.7	8.6	Virginica
7.9	5.8	Setosa
2.0	4.0	Versicolor
6.8	2.1	Setosa
5.0	5.0	Virginica
4.0	5.4	Setosa
8.0	5.8	Setosa
5.2	3.0	Setosa
4.5	1.3	Setosa
5.9	5.2	Versicolor
4.5	5.4	Versicolor
6.9	6.8	Versicolor
4.2	2.8	Setosa
6.4	5.6	Virginica
3.3	9.7	Virginica
5.7	5.7	Virginica
6.3	7.6	Virginica
7.3	2.9	Setosa
5.5	7.4	Virginica
5.9	4.5	Setosa
7.1	1.0	Setosa
2.9	6.8	Virginica
7.9	2.1	Setosa
3.3	8.1	Virginica
5.5	5.9	Setosa
3.4	4.0	Setosa
3.1	8.5	Virginica
5.4	8.9	Virginica
7.0	6.8	Virginica
4.2	3.6	Setosa
5.0	10.1	Virginica
3.2	1.4	Setosa
4.6	6.7	Versicolor
3.6	4.9	Versicolor
3.8	11.2	Virginica
7.7	2.7	Setosa
6.2	6.1	Virginica
4.4	8.2	Versicolor
5.2	9.3	Versicolor
5.9	4.4	Setosa
5.9	8.0	Versicolor
6.5	3.6	Setosa
4.3	5.3	Setosa
6.3	6.0	Versicolor
3.8	8.6	Virginica
5.9	3.0	Setosa
5.8	7.5	Virginica
5.7	7.9	Virginica
7.2	5.4	Virginica
3.4	1.9	Setosa
3.2	5.6	Versicolor
5.0	9.1	Versicolor
8.0	1.4	Setosa
4.4	6.8	Versicolor
5.1	3.4	Setosa
5.2	3.0	Setosa
2.6	5.6	Virginica
8.0	2.9	Setosa
2.9	4.4	Setosa
5.7	4.5	Setosa
3.9	4.8	Versicolor
3.3	3.2	Setosa
3.7	5.3	Virginica
5.5	5.1	Setosa
7.0	5.5	Virginica
5.1	9.1	Virginica
6.3	5.6	Virginica
7.5	10.6	Virginica
6.8	6.9	Virginica
4.7	8.0	Virginica
6.2	5.6	Virginica
4.1	8.1	Virginica
5.0	9.2	Virginica
4.2	1.8	Setosa
3.8	5.7	Versicolor
4.0	8.9	Versicolor
5.5	3.6	Setosa
5.8	5.3	Versicolor
3.7	4.0	Versicolor
7.0	5.1	Versicolor
5.8	3.0	Setosa
3.8	4.6	Versicolor
7.3	9.2	Virginica
6.0	3.9	Setosa
3.1	2.1	Setosa
5.0	6.3	Virginica
7.0	2.7	Setosa
6.4	5.2	Versicolor
6.1	2.0	Setosa
5.2	8.4	Versicolor
6.8	9.1	Versicolor
4.1	5.4	Virginica
4.4	4.5	Setosa
6.7	9.5	Virginica
6.5	4.0	Setosa
5.1	3.0	Setosa
