petal.length	petal.width	variety
8.4	4.8	Virginica
8.4	3.2	Versicolor
6.8	2.0	Versicolor
8.0	6.1	Virginica
9.1	5.1	Versicolor
8.1	6.9	Virginica
4.2	0.3	Setosa
5.6	2.9	Virginica
5.5	1.5	Versicolor
9.7	5.8	Virginica
7.2	3.2	Versicolor
4.0	2.4	Setosa
9.4	2.6	Virginica
6.1	2.9	Virginica
5.4	4.7	Setosa
1.8	1.3	Setosa
9.9	3.3	Virginica
7.0	1.7	Virginica
2.6	0.4	Setosa
4.4	3.1	Setosa
8.0	5.0	Versicolor
4.7	2.3	Versicolor
2.4	4.2	Setosa
7.0	7.0	Virginica
8.1	5.1	Virginica
4.0	4.7	Setosa
1.1	1.1	Setosa
3.5	1.7	Setosa
8.4	5.3	Virginica
4.5	0.1	Setosa
8.8	1.3	Versicolor
2.9	0.7	Setosa
6.1	4.8	Versicolor
5.9	3.7	Setosa
8.6	4.9	Virginica
8.0	4.3	Versicolor
3.5	4.0	Versicolor
2.4	0.6	Setosa
2.5	4.7	Setosa
1.2	4.2	Setosa
7.0	2.6	Versicolor
10.1	5.5	Virginica
2.0	2.7	Setosa
10.3	2.8	Virginica
4.9	1.8	Virginica
6.4	4.7	Versicolor
4.1	3.8	Versicolor
6.3	2.8	Versicolor
4.7	3.4	Versicolor
4.5	2.8	Setosa
9.0	4.0	Virginica
7.2	3.3	Virginica
8.8	2.4	Virginica
3.0	2.2	Setosa
7.5	6.4	Virginica
5.8	1.5	Versicolor
10.4	3.0	Virginica
7.3	4.3	Virginica
6.0	3.3	Versicolor
7.1	5.3	Virginica
5.9	1.7	Setosa
3.3	1.7	Setosa
9.2	2.2	Virginica
4.9	1.3	Setosa
6.2	4.6	Virginica
9.1	4.8	Versicolor
4.2	4.2	Setosa
5.9	2.2	Setosa
9.6	4.9	Virginica
7.5	3.7	Versicolor
5.9	3.1	Versicolor
3.5	0.2	Setosa
2.3	3.2	Setosa
6.3	4.1	Versicolor
10.4	5.8	Virginica
5.1	3.7	Setosa
5.5	1.2	Setosa
6.0	5.3	Virginica
9.4	3.5	Virginica
7.1	2.9	Versicolor
3.3	4.9	Setosa
5.0	2.0	Versicolor
6.0	3.2	Setosa
8.7	4.0	Versicolor
7.6	2.1	Virginica
2.6	4.1	Setosa
1.9	3.4	Setosa
5.6	3.5	Virginica
5.4	4.2	Setosa
6.1	2.9	Virginica
8.8	5.3	Virginica
7.4	3.0	Versicolor
6.5	2.7	Versicolor
5.7	3.0	Versicolor
4.0	3.9	Setosa
5.3	1.8	Setosa
1.8	4.2	Setosa
9.5	3.8	Virginica
8.4	2.0	Versicolor
8.8	5.6	Virginica
4.5	5.1	Versicolor
8.4	4.8	Versicolor
7.3	3.3	Virginica
5.9	0.2	Setosa
8.6	4.5	Virginica
