sepal.length	sepal.width	petal.length	variety
9.2	3.6	4.4	Versicolor
5.2	4.4	1.4	Setosa
10.1	7.3	4.9	Virginica
9.5	4.4	2.0	Setosa
6.6	7.2	3.4	Setosa
7.5	3.9	5.5	Versicolor
8.5	4.5	2.8	Setosa
7.3	4.3	8.6	Virginica
5.8	6.2	5.6	Virginica
10.0	6.8	5.6	Versicolor
8.4	6.0	2.3	Setosa
9.8	5.8	8.6	Virginica
7.1	7.1	2.0	Setosa
7.9	3.9	3.0	Setosa
7.4	4.1	5.6	Virginica
7.7	3.5	8.7	Virginica
10.1	3.0	5.4	Virginica
10.3	6.9	8.1	Virginica
10.2	7.4	5.0	Setosa
5.1	2.5	5.0	Versicolor
7.8	7.7	1.5	Setosa
6.9	4.1	4.9	Versicolor
6.4	6.4	7.8	Versicolor
10.9	3.2	6.8	Virginica
6.3	4.5	1.1	Setosa
9.7	6.3	9.0	Versicolor
10.6	6.3	5.2	Versicolor
8.7	6.7	2.1	Setosa
6.0	4.5	3.5	Versicolor
6.3	5.0	6.5	Virginica
5.9	4.0	8.5	Versicolor
10.4	6.7	6.5	Versicolor
6.1	6.5	5.9	Setosa
9.7	4.0	6.8	Virginica
10.5	4.0	7.0	Virginica
6.2	3.2	1.8	Setosa
6.0	4.6	1.4	Setosa
5.9	7.5	5.7	Versicolor
8.5	3.3	5.8	Versicolor
5.1	3.8	5.4	Setosa
10.2	7.0	7.8	Virginica
8.6	4.0	7.0	Versicolor
8.4	5.7	6.3	Virginica
7.0	4.8	5.0	Versicolor
7.8	5.4	6.4	Setosa
8.2	6.2	6.4	Versicolor
9.7	4.1	8.1	Virginica
6.6	7.5	7.1	Versicolor
9.8	4.4	9.8	Virginica
8.7	3.1	6.2	Versicolor
5.9	7.1	1.5	Setosa
9.5	3.7	6.5	Virginica
9.0	3.5	5.3	Virginica
7.8	7.0	4.4	Setosa
10.4	4.2	9.2	Virginica
9.5	7.0	7.8	Virginica
8.4	4.6	7.4	Virginica
8.2	4.0	5.7	Versicolor
6.5	6.0	8.7	Virginica
10.9	3.6	9.0	Virginica
8.1	2.7	7.7	Versicolor
10.1	4.4	8.6	Versicolor
5.5	3.7	1.7	Setosa
6.6	7.1	1.5	Setosa
8.2	5.0	7.0	Virginica
6.2	6.3	7.8	Virginica
7.8	6.7	9.4	Virginica
10.1	4.1	6.1	Virginica
9.5	3.8	5.9	Setosa
6.4	6.1	5.0	Setosa
6.7	4.6	4.5	Versicolor
7.7	5.3	7.2	Virginica
9.4	5.6	1.4	Setosa
11.3	3.0	5.5	Virginica
5.5	6.4	5.3	Versicolor
6.8	4.4	3.1	Setosa
6.6	6.8	2.5	Setosa
5.4	4.4	4.3	Setosa
9.7	4.9	7.4	Virginica
9.1	4.5	5.4	Versicolor
9.5	4.6	6.4	Versicolor
6.1	6.2	1.5	Setosa
7.2	8.0	6.0	Setosa
8.9	4.4	3.7	Setosa
4.8	4.1	2.1	Setosa
9.8	3.7	6.1	Versicolor
7.8	3.8	5.4	Versicolor
7.5	4.0	6.0	Versicolor
9.4	6.7	6.3	Versicolor
10.3	5.0	4.7	Setosa
8.9	7.4	2.7	Setosa
10.2	3.8	8.2	Virginica
9.1	4.9	2.5	Setosa
7.5	5.9	6.2	Versicolor
8.3	6.4	7.1	Virginica
7.3	4.0	5.9	Setosa
4.4	5.7	1.8	Setosa
7.5	6.8	2.3	Setosa
8.1	6.8	5.2	Setosa
8.5	7.0	2.6	Setosa
5.6	6.5	7.6	Versicolor
8.8	3.8	8.5	Virginica
8.2	5.6	8.1	Virginica
11.4	2.8	9.6	Virginica
10.8	6.3	8.8	Versicolor
