sepal.width	petal.length	variety
5.3	9.6	Virginica
3.0	8.5	Versicolor
4.0	8.4	Versicolor
5.2	2.8	Setosa
4.5	8.3	Virginica
8.2	4.5	Setosa
3.7	5.4	Versicolor
6.0	5.1	Versicolor
3.2	7.6	Virginica
5.9	3.9	Setosa
4.2	5.5	Virginica
6.2	5.8	Virginica
7.1	4.5	Setosa
3.3	9.4	Virginica
4.2	1.2	Setosa
5.0	4.3	Setosa
5.5	8.1	Virginica
5.0	8.6	Virginica
6.9	5.3	Versicolor
3.4	3.9	Setosa
6.0	3.1	Setosa
5.8	3.8	Versicolor
3.8	6.5	Versicolor
5.1	4.5	Versicolor
5.4	1.4	Setosa
8.1	5.4	Setosa
6.3	8.1	Virginica
7.9	4.6	Setosa
3.8	4.9	Setosa
4.4	7.2	Versicolor
2.3	3.8	Setosa
7.1	3.0	Setosa
6.2	3.4	Setosa
6.4	9.1	Virginica
6.0	8.5	Virginica
6.5	5.9	Versicolor
6.9	4.9	Setosa
5.8	6.7	Virginica
3.2	8.8	Versicolor
7.1	2.5	Setosa
3.8	6.4	Virginica
3.2	7.1	Versicolor
2.9	8.8	Versicolor
7.3	6.2	Virginica
3.8	2.7	Setosa
3.1	5.6	Virginica
5.7	5.3	Virginica
5.8	5.1	Virginica
8.1	2.9	Setosa
5.5	7.5	Virginica
7.8	1.7	Setosa
2.6	4.0	Versicolor
5.5	7.6	Virginica
6.4	3.3	Setosa
6.9	9.9	Virginica
4.0	7.2	Versicolor
5.5	8.0	Virginica
3.2	9.1	Virginica
7.6	8.9	Versicolor
3.1	4.0	Setosa
3.7	8.0	Versicolor
5.9	5.5	Setosa
5.9	5.6	Versicolor
3.7	7.2	Versicolor
3.5	4.0	Setosa
3.4	3.6	Setosa
7.6	10.6	Virginica
6.2	3.0	Setosa
3.0	6.2	Virginica
6.6	5.5	Setosa
5.3	7.4	Versicolor
7.0	6.0	Versicolor
6.4	4.6	Versicolor
4.7	2.5	Setosa
5.8	6.3	Virginica
3.5	3.4	Setosa
4.1	8.9	Versicolor
4.2	9.0	Virginica
7.9	2.7	Setosa
7.5	3.9	Setosa
3.4	5.0	Versicolor
6.3	8.1	Virginica
4.7	3.3	Setosa
5.0	3.8	Setosa
5.0	7.6	Versicolor
5.9	8.7	Versicolor
4.0	7.5	Virginica
6.5	2.9	Setosa
4.1	6.1	Setosa
6.0	1.9	Setosa
5.8	7.8	Versicolor
4.4	4.8	Versicolor
2.8	9.1	Virginica
7.7	7.2	Virginica
4.5	9.0	Versicolor
7.2	8.7	Versicolor
3.8	9.0	Versicolor
4.6	8.7	Versicolor
5.4	2.0	Setosa
7.0	5.1	Setosa
6.7	5.6	Versicolor
4.8	6.1	Versicolor
5.1	8.4	Virginica
5.0	8.3	Virginica
5.4	9.8	Virginica
