sepal.width	petal.length	petal.width	variety
4.7	7.3	2.3	Virginica
7.5	7.7	6.8	Virginica
7.3	4.9	0.2	Setosa
4.7	1.2	1.7	Setosa
7.4	5.0	4.4	Setosa
7.6	5.5	4.8	Virginica
3.0	8.3	4.1	Virginica
4.9	5.6	2.3	Virginica
3.4	1.4	2.7	Setosa
6.6	6.9	2.8	Virginica
7.0	8.9	3.6	Virginica
3.4	1.9	3.2	Setosa
8.4	3.5	4.9	Setosa
5.5	6.5	1.9	Virginica
5.8	6.1	6.2	Virginica
4.5	2.4	1.3	Setosa
4.9	3.0	1.2	Setosa
6.0	2.9	0.7	Setosa
4.2	5.2	4.8	Versicolor
3.9	1.6	2.4	Setosa
4.3	6.0	3.3	Versicolor
4.5	8.0	3.5	Virginica
2.8	9.7	4.0	Virginica
5.5	1.3	4.2	Setosa
3.7	5.1	3.9	Virginica
3.6	4.4	0.6	Setosa
6.2	3.9	1.7	Versicolor
6.5	5.2	2.5	Virginica
2.5	5.0	3.3	Versicolor
7.8	2.6	4.2	Setosa
8.2	1.5	0.2	Setosa
7.4	6.3	4.8	Versicolor
5.9	5.7	1.0	Versicolor
3.5	6.5	1.5	Versicolor
3.2	2.8	4.2	Setosa
4.3	6.7	3.7	Versicolor
4.3	5.2	2.8	Setosa
4.0	4.4	2.1	Versicolor
3.2	6.6	5.6	Versicolor
4.7	6.7	3.4	Versicolor
6.7	7.0	5.0	Versicolor
5.9	8.7	3.4	Versicolor
5.0	5.9	0.7	Setosa
6.6	7.4	2.9	Versicolor
3.2	8.5	4.0	Versicolor
5.8	5.3	3.3	Setosa
3.3	6.8	4.0	Versicolor
4.4	5.2	3.4	Setosa
5.8	8.0	4.5	Virginica
4.5	7.6	1.3	Versicolor
3.6	2.5	1.7	Setosa
6.0	2.4	2.8	Setosa
2.8	4.5	4.3	Versicolor
8.3	4.9	4.9	Setosa
6.2	5.6	2.9	Virginica
6.0	8.8	4.8	Virginica
4.8	4.1	1.3	Versicolor
7.5	5.0	2.2	Setosa
3.0	8.6	6.8	Virginica
5.1	9.6	4.4	Virginica
6.8	8.3	2.8	Virginica
4.1	4.5	4.7	Versicolor
3.7	7.8	5.8	Versicolor
4.0	5.9	1.6	Setosa
7.9	2.4	1.3	Setosa
7.2	5.5	3.4	Setosa
6.0	9.5	4.7	Versicolor
5.2	3.6	1.2	Setosa
3.5	5.7	2.7	Versicolor
3.0	6.5	3.3	Virginica
3.3	8.1	1.5	Virginica
4.8	11.2	4.2	Virginica
7.1	9.9	5.6	Virginica
5.0	5.4	2.8	Virginica
4.6	1.4	0.7	Setosa
5.5	5.5	4.0	Versicolor
6.0	1.7	0.2	Setosa
5.6	5.4	3.2	Versicolor
3.5	5.5	3.7	Virginica
3.5	5.8	6.2	Virginica
4.8	9.7	2.5	Virginica
2.9	6.1	2.8	Versicolor
7.2	8.7	5.8	Virginica
6.9	6.0	2.0	Versicolor
2.5	5.5	4.6	Versicolor
6.7	1.9	4.7	Setosa
5.3	4.9	4.0	Virginica
6.8	9.1	3.9	Virginica
7.4	7.7	5.3	Versicolor
5.4	6.9	5.3	Virginica
7.2	4.6	2.0	Versicolor
5.0	5.2	5.5	Versicolor
5.3	7.7	3.1	Virginica
6.3	7.2	6.1	Versicolor
3.2	5.4	1.8	Virginica
4.6	9.6	3.5	Virginica
4.9	3.3	3.5	Versicolor
3.1	9.6	5.4	Virginica
5.6	4.5	4.1	Setosa
7.4	1.7	0.7	Setosa
6.0	6.0	6.1	Virginica
4.4	5.4	3.7	Setosa
7.6	6.0	3.7	Setosa
4.7	6.9	4.3	Virginica
2.9	7.8	4.8	Versicolor
