sepal.length	sepal.width	variety
5.4	4.9	Setosa
7.1	4.9	Versicolor
7.1	6.8	Setosa
11.0	6.5	Virginica
6.3	6.8	Versicolor
8.9	7.9	Setosa
6.4	5.4	Setosa
6.0	8.0	Setosa
11.1	3.0	Virginica
11.0	4.2	Versicolor
8.6	3.8	Setosa
8.4	5.2	Virginica
7.7	4.8	Virginica
9.3	6.2	Virginica
9.5	3.0	Setosa
9.0	6.3	Versicolor
9.7	5.4	Versicolor
5.5	6.0	Versicolor
10.8	3.0	Virginica
7.9	7.7	Setosa
8.7	3.6	Versicolor
9.6	2.8	Versicolor
8.2	5.5	Virginica
10.3	4.7	Virginica
7.7	7.7	Setosa
8.3	6.4	Setosa
10.4	3.6	Virginica
7.5	3.9	Versicolor
5.6	5.1	Setosa
9.4	3.0	Versicolor
5.8	3.0	Setosa
9.1	8.3	Setosa
6.2	6.8	Setosa
6.7	4.9	Setosa
9.7	7.8	Virginica
5.2	4.2	Versicolor
9.3	3.4	Virginica
10.9	7.7	Virginica
9.2	6.3	Versicolor
10.1	7.3	Versicolor
9.2	2.6	Virginica
8.7	2.2	Versicolor
9.6	3.5	Setosa
6.4	4.6	Setosa
7.0	7.2	Versicolor
5.3	5.1	Setosa
8.4	2.8	Virginica
9.9	6.3	Virginica
9.3	2.9	Virginica
6.3	3.7	Virginica
6.7	7.1	Setosa
7.1	7.4	Setosa
8.1	5.4	Versicolor
8.8	3.2	Versicolor
8.2	3.1	Virginica
8.3	6.2	Setosa
8.9	3.9	Setosa
7.0	5.0	Virginica
9.4	4.6	Virginica
5.5	4.6	Setosa
10.7	6.8	Virginica
10.2	5.3	Versicolor
4.6	6.2	Setosa
6.0	5.0	Versicolor
8.3	3.5	Setosa
7.1	8.3	Setosa
8.2	3.6	Versicolor
9.1	4.0	Virginica
9.4	3.2	Versicolor
8.3	3.5	Versicolor
8.2	4.9	Versicolor
6.8	8.5	Setosa
10.9	5.8	Virginica
6.4	3.6	Setosa
10.2	7.0	Versicolor
8.0	7.0	Setosa
10.5	5.7	Virginica
8.6	4.5	Versicolor
9.5	7.4	Setosa
8.4	3.7	Versicolor
5.5	7.2	Setosa
11.7	4.0	Virginica
7.1	3.7	Setosa
8.7	4.9	Setosa
9.1	5.0	Setosa
9.8	6.3	Virginica
7.5	4.9	Setosa
9.9	7.1	Versicolor
7.7	5.8	Virginica
7.1	7.1	Setosa
8.4	7.2	Setosa
6.7	3.6	Versicolor
8.5	6.5	Setosa
7.3	6.5	Virginica
6.7	4.8	Virginica
7.1	4.5	Virginica
9.2	6.0	Virginica
7.6	3.0	Versicolor
6.0	2.8	Versicolor
10.0	6.4	Versicolor
9.1	4.3	Virginica
8.9	6.8	Virginica
9.7	4.9	Virginica
7.2	6.0	Versicolor
8.6	5.5	Versicolor
