petal.width	variety
6.0	Virginica
3.7	Versicolor
2.7	Versicolor
4.2	Setosa
3.9	Virginica
4.4	Setosa
1.6	Setosa
0.2	Setosa
3.8	Versicolor
3.0	Versicolor
1.3	Setosa
0.7	Setosa
5.3	Virginica
4.2	Setosa
6.1	Virginica
4.5	Setosa
0.9	Setosa
5.9	Versicolor
2.4	Setosa
7.0	Virginica
2.7	Setosa
2.9	Virginica
4.5	Versicolor
1.8	Virginica
3.7	Setosa
2.3	Versicolor
2.0	Versicolor
5.9	Versicolor
2.2	Setosa
3.9	Virginica
4.2	Setosa
1.4	Versicolor
4.3	Virginica
2.0	Versicolor
5.3	Virginica
4.2	Setosa
3.2	Setosa
2.8	Versicolor
3.2	Setosa
4.5	Virginica
0.2	Setosa
3.3	Versicolor
2.4	Virginica
3.9	Setosa
4.8	Virginica
4.5	Virginica
3.9	Setosa
1.2	Setosa
2.3	Versicolor
4.3	Versicolor
5.9	Virginica
6.1	Virginica
4.0	Versicolor
1.7	Setosa
2.2	Virginica
5.2	Versicolor
3.1	Versicolor
5.3	Virginica
6.0	Versicolor
2.0	Versicolor
4.3	Versicolor
2.3	Setosa
4.7	Versicolor
3.4	Virginica
2.0	Virginica
4.6	Versicolor
6.0	Virginica
5.5	Virginica
1.6	Setosa
2.0	Versicolor
2.3	Setosa
6.3	Virginica
1.7	Setosa
3.2	Setosa
5.3	Virginica
4.4	Virginica
3.3	Virginica
2.8	Virginica
1.8	Virginica
4.2	Setosa
4.1	Virginica
2.5	Versicolor
3.7	Versicolor
4.5	Virginica
3.4	Setosa
2.5	Versicolor
2.2	Virginica
2.7	Versicolor
3.5	Versicolor
0.2	Setosa
6.3	Virginica
1.6	Setosa
4.8	Setosa
5.0	Versicolor
1.3	Versicolor
5.3	Versicolor
5.1	Versicolor
4.5	Versicolor
3.8	Virginica
2.8	Virginica
1.5	Versicolor
5.4	Virginica
2.8	Virginica
3.7	Setosa
2.1	Virginica
