sepal.width	petal.length	petal.width	variety
4.3	8.1	6.0	Versicolor
5.5	5.0	2.0	Virginica
5.9	4.6	2.9	Setosa
7.2	9.8	4.8	Virginica
4.5	5.9	0.6	Setosa
6.0	7.7	5.2	Versicolor
8.0	1.3	2.2	Setosa
6.8	3.3	2.5	Versicolor
5.6	9.6	3.8	Virginica
4.6	4.9	2.1	Setosa
6.3	6.5	4.8	Versicolor
3.3	8.2	2.5	Virginica
4.5	6.5	2.3	Virginica
3.3	6.0	6.0	Virginica
7.1	8.2	6.0	Versicolor
3.1	1.5	2.1	Setosa
6.4	5.0	1.4	Setosa
8.0	5.0	3.2	Setosa
3.7	7.1	5.9	Virginica
4.3	7.3	5.3	Virginica
5.8	1.3	2.3	Setosa
3.8	7.6	6.2	Virginica
6.0	5.8	3.7	Setosa
6.0	2.1	2.1	Setosa
4.5	6.1	4.8	Versicolor
4.0	9.0	3.6	Virginica
4.1	9.9	4.3	Virginica
2.8	5.3	2.9	Versicolor
5.4	3.9	3.7	Setosa
6.4	6.9	6.3	Virginica
6.9	3.0	4.9	Setosa
4.0	8.3	4.8	Virginica
5.1	7.6	5.9	Virginica
3.4	5.6	4.2	Setosa
5.4	7.6	6.3	Virginica
6.2	7.1	6.1	Versicolor
7.1	2.9	0.7	Setosa
4.9	3.0	0.7	Setosa
4.5	9.3	5.1	Virginica
6.4	5.3	4.9	Setosa
3.0	2.9	2.3	Setosa
7.4	8.5	3.1	Versicolor
7.0	10.1	3.1	Virginica
5.9	2.4	3.2	Setosa
4.3	5.5	2.8	Versicolor
4.4	5.5	0.7	Setosa
2.2	5.5	3.5	Virginica
7.1	4.5	3.7	Setosa
7.0	6.7	4.5	Versicolor
6.5	4.5	5.5	Versicolor
4.8	10.2	5.6	Virginica
6.3	7.2	4.6	Versicolor
5.7	7.0	5.5	Versicolor
3.0	9.0	4.0	Versicolor
5.5	6.9	4.6	Versicolor
3.2	4.3	3.2	Setosa
7.2	5.9	2.8	Virginica
4.4	9.8	5.8	Virginica
8.5	2.7	0.7	Setosa
6.6	7.1	5.0	Virginica
6.0	4.4	4.9	Versicolor
5.4	8.7	3.8	Versicolor
2.5	5.5	2.4	Virginica
6.0	5.1	3.6	Setosa
8.2	4.4	0.7	Setosa
5.5	5.3	4.8	Setosa
6.8	3.6	4.7	Setosa
5.9	8.0	5.0	Versicolor
5.7	7.1	5.5	Versicolor
7.0	5.0	2.7	Virginica
5.5	4.4	4.2	Setosa
6.3	7.5	3.3	Versicolor
3.4	1.9	2.3	Setosa
3.0	6.9	4.5	Versicolor
7.3	6.7	5.2	Versicolor
3.8	3.2	0.5	Setosa
4.1	5.0	0.7	Setosa
7.7	2.4	1.2	Setosa
4.0	7.3	4.2	Virginica
5.6	2.5	4.7	Setosa
5.5	8.9	4.8	Virginica
4.1	5.1	1.7	Setosa
3.2	6.0	5.5	Versicolor
3.5	7.6	4.9	Versicolor
6.5	5.9	1.3	Setosa
6.3	2.0	2.3	Setosa
7.0	6.9	3.6	Virginica
7.5	4.1	1.7	Setosa
7.4	3.9	0.2	Setosa
3.4	6.8	4.3	Versicolor
5.9	5.7	1.4	Versicolor
5.4	3.7	1.0	Versicolor
4.3	8.6	2.9	Virginica
6.9	2.2	3.9	Setosa
6.4	4.8	1.8	Versicolor
5.7	9.3	3.4	Virginica
6.6	7.4	3.0	Versicolor
7.3	9.1	4.1	Virginica
7.7	4.0	2.7	Setosa
4.8	7.9	3.3	Versicolor
5.9	4.7	1.2	Setosa
3.4	4.3	1.5	Versicolor
5.0	7.5	5.0	Versicolor
7.3	9.6	6.9	Virginica
4.8	5.9	0.7	Setosa
