sepal.length	variety
7.3	Versicolor
6.2	Setosa
5.1	Setosa
9.6	Versicolor
11.9	Virginica
8.7	Virginica
8.0	Virginica
6.3	Setosa
8.4	Virginica
9.1	Virginica
7.3	Setosa
5.5	Setosa
5.4	Setosa
7.2	Versicolor
11.3	Virginica
8.0	Virginica
6.4	Setosa
12.1	Virginica
10.0	Setosa
8.9	Versicolor
9.3	Setosa
6.5	Virginica
8.7	Setosa
12.2	Virginica
8.6	Setosa
6.2	Setosa
8.5	Setosa
5.8	Virginica
7.1	Versicolor
8.2	Virginica
8.3	Setosa
10.3	Virginica
8.0	Setosa
7.8	Setosa
9.7	Virginica
6.0	Versicolor
9.4	Virginica
8.1	Setosa
6.9	Setosa
7.6	Versicolor
9.9	Virginica
7.9	Virginica
9.7	Virginica
9.8	Virginica
9.4	Virginica
9.8	Virginica
9.6	Versicolor
9.7	Virginica
7.4	Versicolor
8.7	Virginica
10.3	Versicolor
7.5	Setosa
5.0	Setosa
8.9	Versicolor
9.2	Setosa
9.7	Virginica
10.2	Setosa
7.5	Setosa
6.0	Versicolor
9.2	Virginica
5.5	Setosa
10.0	Versicolor
7.1	Setosa
10.0	Versicolor
9.6	Virginica
10.3	Virginica
5.6	Setosa
8.8	Virginica
7.9	Virginica
5.4	Setosa
6.0	Versicolor
6.8	Setosa
8.6	Setosa
8.4	Setosa
11.0	Versicolor
9.1	Setosa
9.1	Setosa
8.8	Versicolor
7.3	Virginica
10.0	Versicolor
10.3	Virginica
8.6	Setosa
8.1	Virginica
6.6	Setosa
7.8	Versicolor
8.0	Virginica
6.1	Versicolor
9.4	Setosa
6.9	Versicolor
7.2	Versicolor
9.4	Virginica
8.9	Setosa
10.3	Versicolor
7.1	Versicolor
6.4	Setosa
11.2	Virginica
8.0	Versicolor
8.7	Virginica
8.8	Setosa
9.2	Virginica
5.9	Setosa
10.1	Versicolor
6.9	Setosa
9.3	Versicolor
7.1	Versicolor
