petal.length	variety
7.8	Versicolor
8.0	Versicolor
1.3	Setosa
5.5	Versicolor
5.6	Versicolor
9.3	Virginica
8.4	Virginica
10.6	Virginica
6.1	Versicolor
6.2	Versicolor
8.0	Virginica
8.5	Virginica
3.0	Setosa
3.3	Setosa
6.5	Versicolor
5.9	Versicolor
6.9	Virginica
4.1	Setosa
6.2	Virginica
5.0	Versicolor
8.9	Virginica
7.3	Virginica
7.4	Versicolor
9.9	Virginica
8.1	Virginica
5.2	Setosa
3.4	Setosa
3.7	Setosa
8.1	Virginica
7.1	Virginica
3.5	Setosa
2.7	Setosa
4.9	Setosa
8.4	Virginica
6.8	Versicolor
3.4	Setosa
6.5	Virginica
8.9	Versicolor
1.8	Setosa
6.0	Virginica
4.6	Versicolor
1.5	Setosa
2.1	Setosa
2.4	Setosa
7.4	Virginica
5.0	Setosa
5.6	Versicolor
3.1	Setosa
4.7	Versicolor
1.8	Setosa
4.5	Setosa
6.4	Versicolor
4.7	Versicolor
5.2	Setosa
5.0	Setosa
5.8	Versicolor
8.2	Versicolor
1.4	Setosa
6.8	Virginica
7.6	Versicolor
9.2	Virginica
6.4	Versicolor
6.3	Virginica
8.0	Virginica
8.5	Versicolor
8.2	Versicolor
9.8	Virginica
8.7	Virginica
4.4	Setosa
3.4	Setosa
2.0	Setosa
6.9	Virginica
9.8	Virginica
9.2	Versicolor
8.1	Virginica
4.1	Setosa
9.2	Virginica
9.1	Versicolor
5.0	Setosa
2.1	Setosa
4.6	Setosa
3.0	Setosa
8.2	Virginica
6.7	Versicolor
10.2	Virginica
6.5	Versicolor
5.5	Setosa
3.9	Setosa
1.4	Setosa
1.9	Setosa
4.5	Virginica
5.5	Setosa
4.3	Setosa
6.4	Virginica
7.1	Versicolor
6.6	Virginica
2.6	Setosa
3.0	Setosa
6.0	Versicolor
7.0	Virginica
7.8	Versicolor
4.9	Versicolor
6.6	Virginica
9.5	Virginica
7.3	Versicolor
