sepal.length	sepal.width	petal.length	petal.width	variety
8.3	3.4	6.1	3.4	Virginica
7.3	6.8	8.9	2.3	Versicolor
10.2	2.8	5.6	5.8	Versicolor
10.1	4.9	6.6	3.3	Versicolor
9.0	6.5	5.8	2.2	Virginica
6.6	8.0	1.4	4.3	Setosa
7.5	6.5	6.1	3.7	Setosa
6.8	3.4	1.6	2.7	Setosa
8.9	3.5	4.9	4.2	Setosa
7.0	7.3	4.9	0.7	Setosa
8.5	5.6	6.9	4.2	Versicolor
7.9	4.6	5.4	3.1	Virginica
10.4	5.7	7.7	5.8	Virginica
8.4	6.3	8.1	3.6	Virginica
8.8	6.7	6.6	4.9	Virginica
5.6	2.5	8.4	1.1	Versicolor
7.7	6.6	4.5	3.1	Setosa
8.7	7.5	7.2	4.8	Virginica
6.9	5.2	6.8	5.8	Versicolor
5.7	5.4	6.7	5.8	Versicolor
7.2	7.5	5.0	1.2	Setosa
8.3	3.7	6.9	3.3	Virginica
9.8	4.7	8.6	3.5	Versicolor
8.0	4.7	1.4	2.2	Setosa
9.8	2.7	6.4	5.7	Versicolor
6.8	6.4	2.9	3.7	Setosa
6.7	4.5	6.8	3.3	Virginica
7.1	3.8	5.4	0.9	Setosa
9.9	7.7	5.5	3.2	Setosa
8.5	7.3	8.6	3.0	Versicolor
4.8	7.0	1.6	2.1	Setosa
7.4	7.5	4.7	3.0	Versicolor
6.4	4.2	6.8	5.9	Virginica
8.9	7.3	8.1	1.9	Virginica
6.6	3.7	4.5	2.9	Setosa
9.9	5.0	7.0	2.5	Versicolor
8.9	5.1	7.1	2.8	Virginica
8.6	3.0	4.5	2.5	Versicolor
8.2	5.5	6.8	5.1	Virginica
10.5	3.2	7.5	5.0	Versicolor
7.8	6.5	5.0	2.9	Virginica
7.5	5.4	6.5	2.0	Versicolor
7.7	3.6	7.9	4.9	Versicolor
7.0	3.7	3.7	2.7	Setosa
8.4	6.6	5.9	4.1	Setosa
8.4	3.5	5.1	4.8	Virginica
7.2	5.0	7.0	5.5	Virginica
6.6	4.8	8.7	2.7	Versicolor
9.7	4.3	9.7	4.0	Virginica
5.3	4.1	6.1	1.7	Setosa
9.5	5.2	8.6	3.1	Versicolor
6.5	2.0	7.0	5.0	Versicolor
6.5	2.3	7.0	1.8	Versicolor
6.3	7.3	5.7	3.1	Versicolor
9.1	3.0	6.4	2.3	Virginica
7.6	7.6	2.5	3.2	Setosa
6.9	4.4	6.2	0.2	Setosa
10.3	4.2	6.4	6.8	Virginica
7.7	8.3	6.2	1.8	Setosa
8.2	5.8	5.3	5.8	Virginica
7.2	6.4	6.0	3.4	Setosa
9.1	4.5	6.6	2.8	Versicolor
10.7	5.8	7.2	4.6	Virginica
8.6	6.7	1.9	3.7	Setosa
10.1	5.0	5.6	2.9	Versicolor
8.5	5.0	2.6	4.6	Setosa
7.1	6.0	4.9	4.9	Versicolor
9.7	4.6	8.2	1.5	Versicolor
6.0	3.0	7.5	5.3	Versicolor
6.0	4.8	5.8	4.0	Versicolor
7.4	6.0	2.3	0.2	Setosa
10.3	2.8	7.1	4.0	Virginica
9.0	3.9	4.1	1.9	Setosa
5.7	6.2	5.8	2.2	Setosa
9.9	4.2	7.3	6.8	Virginica
9.9	6.6	7.0	1.8	Virginica
5.1	3.4	2.5	0.7	Setosa
9.2	5.5	6.5	2.2	Versicolor
6.9	5.9	4.3	3.3	Versicolor
10.3	5.2	6.1	3.9	Virginica
10.2	4.5	6.7	5.2	Versicolor
6.4	3.9	4.5	3.4	Setosa
7.3	6.3	10.0	7.0	Virginica
8.1	3.8	5.5	3.3	Versicolor
9.6	7.1	7.6	1.4	Virginica
7.7	5.2	5.0	1.5	Versicolor
9.4	4.0	5.0	5.2	Virginica
7.0	5.5	7.3	2.3	Virginica
8.3	7.5	1.9	0.3	Setosa
6.2	4.9	6.9	5.8	Virginica
11.9	6.8	9.9	3.0	Virginica
9.3	4.8	8.8	1.4	Versicolor
7.5	5.2	8.2	4.9	Versicolor
6.3	4.5	1.9	3.6	Setosa
9.3	5.5	6.0	5.6	Virginica
8.1	7.8	2.0	0.3	Setosa
7.5	3.5	9.2	3.5	Virginica
8.8	5.5	6.9	5.5	Versicolor
10.7	3.1	7.1	4.9	Virginica
6.6	4.8	4.1	2.2	Setosa
9.2	3.9	6.3	5.8	Versicolor
9.7	4.3	7.7	3.5	Virginica
8.4	2.9	4.4	1.2	Setosa
7.6	3.5	6.5	5.1	Versicolor
8.5	4.8	5.8	0.3	Setosa
