sepal.length	sepal.width	petal.length	variety
10.4	4.3	8.1	Virginica
6.9	7.0	3.4	Setosa
7.4	3.2	5.8	Setosa
5.5	4.6	4.9	Versicolor
8.2	2.6	7.4	Virginica
7.2	3.0	5.2	Versicolor
8.0	6.5	8.5	Versicolor
7.1	5.3	4.1	Setosa
8.3	5.6	6.0	Versicolor
9.7	5.0	9.8	Virginica
6.5	5.9	4.2	Versicolor
10.0	7.5	8.0	Virginica
11.9	3.3	9.6	Virginica
7.6	7.4	7.7	Versicolor
9.9	7.2	7.7	Virginica
6.0	5.0	3.3	Setosa
6.6	6.4	8.1	Versicolor
8.6	6.3	6.0	Setosa
5.5	5.4	2.0	Setosa
11.2	6.0	7.2	Virginica
7.5	5.2	3.9	Setosa
6.1	5.3	5.9	Virginica
8.9	5.1	5.5	Setosa
5.0	2.8	5.3	Setosa
8.5	3.9	6.3	Versicolor
9.5	2.5	8.0	Versicolor
6.1	6.7	3.5	Setosa
10.0	5.8	8.1	Versicolor
10.3	4.3	5.6	Virginica
10.7	3.8	7.2	Virginica
7.0	3.8	4.9	Setosa
5.7	6.7	2.3	Setosa
8.6	3.0	4.6	Versicolor
7.0	5.5	3.8	Setosa
7.6	4.6	6.1	Virginica
7.4	5.0	7.0	Versicolor
8.2	7.8	8.2	Virginica
7.6	3.8	5.5	Versicolor
6.3	3.9	7.1	Virginica
7.7	7.1	4.0	Setosa
7.5	5.0	9.8	Virginica
6.3	4.8	8.9	Versicolor
9.1	5.4	3.4	Setosa
6.8	4.7	3.0	Setosa
5.5	5.0	3.1	Setosa
8.3	2.7	6.4	Virginica
7.7	3.3	4.1	Versicolor
7.2	5.7	5.9	Versicolor
6.5	6.0	7.7	Virginica
7.1	7.8	3.9	Setosa
7.0	6.0	5.8	Virginica
7.3	4.3	8.5	Virginica
7.7	7.1	5.0	Versicolor
9.6	6.5	7.4	Versicolor
9.9	6.7	7.0	Versicolor
9.1	4.8	5.7	Versicolor
4.4	5.9	2.4	Setosa
8.6	6.5	6.4	Virginica
8.8	7.5	1.4	Setosa
6.7	6.7	8.5	Versicolor
6.8	4.0	5.2	Setosa
9.4	7.7	9.8	Virginica
5.6	5.2	2.9	Setosa
7.6	3.4	4.6	Versicolor
11.2	5.5	6.6	Virginica
9.4	3.7	1.5	Setosa
6.2	2.8	6.3	Virginica
8.2	5.4	3.0	Setosa
8.5	6.2	6.5	Virginica
8.3	7.3	4.7	Versicolor
8.9	3.9	8.8	Versicolor
7.7	6.4	8.9	Virginica
8.0	4.1	1.9	Setosa
9.1	6.4	4.0	Setosa
7.6	6.5	2.9	Setosa
7.7	6.3	9.2	Virginica
9.7	3.7	9.5	Virginica
8.3	3.5	2.4	Setosa
7.4	5.0	4.2	Versicolor
8.3	3.3	8.3	Versicolor
9.6	3.0	6.5	Versicolor
7.2	6.1	6.7	Versicolor
10.4	4.3	9.4	Virginica
9.6	4.0	6.9	Virginica
8.2	3.0	6.8	Virginica
7.6	5.0	8.6	Versicolor
8.3	5.1	2.1	Setosa
7.3	4.4	5.6	Virginica
8.8	4.5	9.0	Virginica
5.4	7.9	1.8	Setosa
9.2	3.5	8.5	Virginica
8.9	7.3	8.1	Virginica
7.3	5.2	8.6	Virginica
10.0	3.4	7.5	Versicolor
7.7	7.6	8.1	Virginica
7.4	5.7	9.8	Virginica
6.8	4.5	5.1	Setosa
12.1	5.5	10.6	Virginica
8.5	6.7	8.6	Versicolor
5.4	3.9	4.2	Setosa
7.0	7.5	6.1	Setosa
7.3	5.7	8.6	Versicolor
7.8	7.2	9.4	Virginica
6.8	7.4	6.1	Setosa
10.9	3.6	9.0	Virginica
