sepal.length	sepal.width	petal.length	variety
5.3	4.7	2.0	Setosa
8.4	4.8	10.4	Virginica
6.7	4.0	8.0	Versicolor
9.7	3.0	10.6	Virginica
5.7	7.6	2.5	Setosa
4.3	3.5	4.1	Setosa
9.2	7.7	2.8	Setosa
7.9	3.8	6.1	Virginica
8.2	7.6	8.6	Virginica
9.6	6.3	7.9	Virginica
5.7	3.3	7.6	Versicolor
8.1	3.5	5.6	Versicolor
7.9	6.2	6.8	Virginica
5.6	6.4	3.9	Setosa
8.1	3.8	5.5	Setosa
8.5	6.4	7.5	Versicolor
9.2	3.6	7.9	Versicolor
5.9	4.4	2.0	Setosa
9.0	7.6	5.9	Setosa
8.5	5.0	8.8	Virginica
6.0	2.9	7.8	Versicolor
8.6	6.0	4.4	Versicolor
10.5	5.7	8.0	Versicolor
7.4	6.1	5.0	Setosa
9.3	7.3	8.5	Virginica
6.9	3.0	6.2	Versicolor
7.5	5.4	3.0	Setosa
6.3	3.2	6.6	Virginica
9.0	5.0	8.8	Virginica
8.2	8.3	11.2	Virginica
8.4	7.6	6.0	Virginica
9.5	5.2	9.0	Virginica
6.3	5.7	4.1	Versicolor
9.7	6.4	2.0	Setosa
7.4	6.0	4.5	Virginica
10.0	4.7	5.2	Versicolor
5.0	4.5	4.1	Setosa
11.7	5.7	10.5	Virginica
6.0	2.5	7.5	Versicolor
9.3	8.0	5.7	Setosa
10.1	4.5	7.6	Versicolor
5.5	3.5	4.8	Setosa
4.9	7.2	2.8	Setosa
7.6	4.8	5.2	Versicolor
6.3	6.2	5.4	Virginica
5.1	3.7	4.0	Setosa
8.7	4.6	6.0	Versicolor
9.2	7.3	2.2	Setosa
11.0	7.0	5.2	Virginica
6.3	4.9	9.1	Virginica
7.7	4.6	10.1	Virginica
6.5	4.2	5.2	Setosa
6.2	3.7	5.0	Versicolor
5.6	4.8	5.9	Setosa
8.8	3.0	5.9	Setosa
5.7	4.0	4.7	Versicolor
10.1	3.9	6.2	Versicolor
7.6	7.4	7.1	Versicolor
9.6	5.5	4.4	Setosa
9.0	3.5	1.8	Setosa
8.4	6.7	8.5	Versicolor
6.9	6.4	4.3	Setosa
4.4	7.5	1.8	Setosa
9.3	6.3	7.1	Virginica
8.7	3.0	9.7	Virginica
6.2	5.4	6.4	Virginica
7.8	4.6	3.1	Setosa
9.0	5.3	8.6	Versicolor
7.8	4.3	8.2	Versicolor
9.7	5.5	7.8	Virginica
7.3	6.0	4.9	Versicolor
9.3	7.5	6.5	Virginica
6.8	6.9	7.1	Virginica
7.9	4.9	5.3	Versicolor
8.7	5.6	6.2	Versicolor
4.6	3.2	4.4	Setosa
10.2	4.5	8.8	Virginica
5.0	4.5	7.0	Versicolor
7.6	3.8	7.0	Versicolor
8.4	4.7	8.3	Versicolor
10.6	4.6	7.1	Virginica
7.4	5.6	7.4	Virginica
6.5	5.0	6.1	Setosa
6.1	4.0	8.9	Virginica
9.9	3.7	9.3	Virginica
8.4	6.1	7.6	Virginica
8.7	5.4	7.8	Versicolor
7.7	4.4	3.4	Setosa
5.9	6.9	2.7	Setosa
7.3	3.5	6.5	Virginica
7.9	5.3	8.1	Virginica
7.6	6.9	5.0	Setosa
8.5	7.9	5.6	Setosa
10.0	3.5	5.5	Virginica
6.5	7.3	4.4	Setosa
5.4	5.5	9.0	Versicolor
5.6	7.3	5.6	Setosa
9.9	4.4	8.3	Versicolor
6.9	5.1	4.4	Setosa
5.9	6.6	4.0	Setosa
7.1	5.0	10.4	Virginica
7.6	3.9	5.6	Versicolor
9.5	7.4	5.0	Versicolor
6.7	4.5	5.5	Setosa
8.5	6.3	6.3	Versicolor
