sepal.length	sepal.width	variety
8.3	6.9	Virginica
8.9	5.2	Setosa
10.0	2.9	Versicolor
7.5	3.0	Virginica
6.1	5.0	Versicolor
8.0	5.3	Versicolor
7.0	4.4	Setosa
8.5	6.0	Setosa
8.7	7.3	Virginica
5.1	5.2	Setosa
5.8	5.9	Setosa
9.5	3.2	Versicolor
7.7	6.6	Virginica
8.5	5.2	Setosa
5.2	5.1	Setosa
9.2	7.6	Versicolor
7.8	6.2	Virginica
6.6	6.0	Versicolor
8.0	5.7	Virginica
6.7	5.9	Setosa
6.4	5.7	Virginica
7.9	4.5	Versicolor
7.8	6.3	Virginica
5.1	4.6	Setosa
6.4	4.2	Setosa
9.6	4.8	Versicolor
7.7	7.7	Setosa
9.9	5.8	Virginica
11.2	6.6	Versicolor
11.6	5.5	Virginica
9.7	3.8	Setosa
7.0	4.4	Versicolor
4.9	5.9	Setosa
5.4	6.9	Setosa
8.0	5.0	Virginica
10.2	4.4	Virginica
6.8	5.2	Virginica
7.6	4.3	Setosa
9.3	6.8	Virginica
9.2	8.0	Setosa
9.4	2.5	Virginica
9.2	2.5	Virginica
5.9	7.7	Versicolor
7.4	8.4	Setosa
6.3	6.7	Virginica
7.9	3.6	Setosa
9.8	3.8	Versicolor
6.8	4.7	Versicolor
4.9	6.9	Versicolor
9.0	2.0	Versicolor
10.7	7.0	Virginica
10.2	2.2	Versicolor
7.2	4.1	Virginica
6.3	4.5	Setosa
8.4	4.5	Setosa
6.9	3.6	Virginica
5.8	3.6	Setosa
10.1	3.3	Versicolor
6.7	5.1	Versicolor
6.9	3.6	Setosa
7.4	5.8	Virginica
7.8	7.4	Virginica
5.5	3.9	Setosa
9.1	6.6	Virginica
8.5	8.0	Setosa
5.9	6.5	Setosa
9.2	7.7	Virginica
8.6	6.0	Virginica
8.5	4.7	Virginica
7.9	3.9	Setosa
7.4	5.6	Virginica
8.2	6.0	Versicolor
6.8	7.0	Virginica
9.0	3.0	Virginica
7.0	5.6	Versicolor
7.7	7.1	Virginica
9.8	7.2	Versicolor
12.4	6.3	Virginica
9.8	6.3	Virginica
9.1	4.4	Versicolor
6.6	7.8	Setosa
10.9	3.9	Versicolor
7.8	4.0	Setosa
5.5	6.2	Setosa
7.1	6.2	Setosa
7.7	3.8	Versicolor
7.0	6.1	Setosa
8.8	5.7	Setosa
10.2	3.5	Virginica
9.5	8.0	Setosa
7.1	5.3	Virginica
7.3	4.5	Virginica
6.4	5.1	Virginica
5.5	5.0	Setosa
6.1	6.5	Versicolor
8.6	6.2	Versicolor
5.5	5.8	Setosa
4.3	7.0	Setosa
7.8	4.0	Versicolor
9.9	6.2	Virginica
8.2	3.8	Virginica
9.2	4.4	Versicolor
8.0	4.9	Versicolor
7.6	5.5	Virginica
7.1	5.0	Setosa
