sepal.length	sepal.width	variety
10.3	6.5	Virginica
7.4	5.9	Setosa
9.0	5.7	Virginica
6.7	3.9	Versicolor
8.4	5.6	Virginica
8.1	3.6	Setosa
5.6	6.9	Setosa
6.5	4.0	Virginica
8.7	6.8	Virginica
10.6	5.8	Versicolor
9.9	6.4	Setosa
7.6	3.0	Virginica
5.0	3.5	Setosa
5.3	4.7	Setosa
6.1	7.3	Setosa
5.7	4.0	Versicolor
7.3	4.2	Virginica
9.1	6.1	Setosa
8.2	6.8	Virginica
8.5	3.8	Versicolor
10.9	7.7	Versicolor
6.9	4.3	Virginica
7.8	3.7	Virginica
9.3	4.9	Virginica
7.6	5.0	Versicolor
8.0	5.8	Versicolor
8.4	7.0	Setosa
8.7	3.9	Versicolor
8.4	6.5	Virginica
7.3	4.0	Setosa
5.4	5.9	Versicolor
9.7	4.8	Versicolor
8.3	6.5	Setosa
11.4	7.2	Virginica
8.0	6.4	Setosa
6.3	6.7	Virginica
7.1	5.9	Versicolor
10.2	7.6	Versicolor
7.6	5.7	Setosa
6.1	5.4	Setosa
8.6	7.0	Setosa
7.2	7.7	Setosa
8.7	6.6	Virginica
9.4	4.0	Virginica
7.3	4.5	Setosa
8.9	5.3	Virginica
6.0	4.5	Setosa
7.3	5.4	Setosa
5.2	8.6	Setosa
9.3	2.3	Versicolor
7.1	2.5	Versicolor
5.3	6.1	Setosa
6.2	8.3	Setosa
6.0	4.2	Versicolor
9.3	4.9	Virginica
10.3	2.8	Versicolor
8.5	6.5	Setosa
6.1	3.0	Versicolor
7.6	3.0	Versicolor
7.5	6.0	Versicolor
11.1	4.0	Virginica
9.6	6.4	Versicolor
6.4	7.4	Versicolor
8.5	6.7	Versicolor
11.3	6.5	Virginica
11.8	3.9	Virginica
9.7	6.9	Setosa
7.6	4.8	Setosa
7.5	7.4	Versicolor
6.7	2.5	Virginica
6.0	3.3	Versicolor
11.2	4.1	Virginica
8.2	3.1	Versicolor
10.9	5.8	Virginica
8.3	6.2	Virginica
4.9	6.5	Setosa
10.6	6.0	Versicolor
6.6	7.0	Setosa
7.2	7.2	Setosa
8.1	8.3	Setosa
6.1	2.7	Versicolor
7.0	6.4	Versicolor
6.7	5.8	Virginica
6.3	4.5	Versicolor
5.0	2.0	Versicolor
7.9	6.1	Setosa
7.1	3.5	Versicolor
7.3	6.6	Versicolor
6.3	6.2	Versicolor
4.8	5.9	Setosa
8.2	5.1	Virginica
6.0	7.5	Setosa
10.9	7.2	Virginica
9.7	6.5	Virginica
11.7	3.8	Virginica
8.0	4.6	Versicolor
6.4	3.7	Virginica
6.9	5.1	Virginica
6.8	3.0	Setosa
7.1	7.3	Versicolor
8.8	7.3	Virginica
10.0	7.2	Versicolor
6.0	4.9	Setosa
6.7	6.3	Versicolor
9.1	7.2	Setosa
