sepal.width	petal.length	petal.width	variety
3.0	5.8	3.2	Setosa
4.5	9.0	5.0	Versicolor
7.0	1.9	1.6	Setosa
4.9	8.1	5.9	Virginica
3.2	5.9	2.4	Versicolor
7.1	3.9	2.6	Setosa
7.5	8.7	3.7	Versicolor
3.6	8.6	6.3	Virginica
4.8	8.9	2.0	Virginica
8.2	5.9	2.2	Setosa
2.8	9.1	3.2	Virginica
4.0	7.4	6.1	Virginica
3.0	1.6	1.2	Setosa
4.1	5.4	1.9	Versicolor
4.0	4.9	1.4	Versicolor
6.4	6.0	0.2	Setosa
4.2	7.0	4.5	Versicolor
6.4	6.8	5.8	Versicolor
7.2	9.6	1.9	Virginica
6.0	5.6	4.1	Setosa
6.0	8.5	2.8	Versicolor
3.3	10.0	4.0	Virginica
3.5	9.6	6.8	Virginica
5.9	1.7	2.7	Setosa
7.0	4.5	2.7	Setosa
4.5	4.3	4.3	Setosa
3.6	7.4	6.1	Virginica
2.8	3.8	3.5	Versicolor
5.1	3.6	4.2	Setosa
5.3	6.4	4.8	Versicolor
2.7	4.6	3.0	Versicolor
3.2	6.0	2.0	Versicolor
3.5	3.9	1.3	Setosa
3.5	9.0	4.5	Versicolor
3.1	9.1	4.9	Virginica
5.3	10.2	5.7	Virginica
6.4	3.1	4.7	Setosa
4.1	4.0	3.0	Versicolor
4.0	5.2	6.0	Virginica
5.0	7.6	3.6	Virginica
5.5	9.4	6.3	Virginica
4.3	8.6	3.1	Virginica
4.3	9.2	6.1	Versicolor
3.4	6.3	1.8	Virginica
6.7	8.7	3.8	Virginica
6.3	8.8	1.8	Virginica
2.8	4.0	3.8	Versicolor
4.4	4.3	3.0	Versicolor
4.2	6.9	4.8	Virginica
4.8	1.8	1.3	Setosa
3.0	7.2	5.8	Virginica
3.7	8.3	3.4	Virginica
3.6	7.2	3.0	Versicolor
3.4	7.2	3.3	Versicolor
7.3	7.1	3.5	Virginica
3.7	6.7	2.4	Versicolor
6.9	2.0	2.4	Setosa
2.5	9.4	1.5	Versicolor
5.2	7.1	6.4	Virginica
5.9	6.0	1.7	Setosa
3.8	6.5	1.3	Versicolor
3.9	5.4	0.2	Setosa
7.7	9.8	3.3	Virginica
5.4	4.9	4.7	Setosa
4.4	4.7	2.9	Setosa
5.0	6.0	5.1	Versicolor
5.2	5.5	0.4	Setosa
3.2	8.4	5.3	Virginica
5.3	9.6	6.4	Virginica
3.0	8.0	5.0	Virginica
4.0	4.8	1.8	Virginica
5.4	6.0	4.0	Versicolor
3.5	8.4	4.1	Versicolor
6.8	5.7	7.0	Virginica
3.6	5.9	3.2	Setosa
6.4	5.3	0.9	Setosa
4.2	3.0	4.7	Setosa
3.2	8.5	3.5	Versicolor
4.0	8.5	2.1	Virginica
8.3	4.5	1.3	Setosa
3.1	5.5	0.2	Setosa
7.0	7.5	6.2	Versicolor
7.2	8.5	2.3	Virginica
7.5	4.1	3.8	Versicolor
6.0	6.0	6.2	Virginica
7.0	6.3	2.1	Virginica
3.6	9.9	4.8	Virginica
7.0	8.7	2.5	Versicolor
3.3	5.1	5.9	Virginica
5.0	4.9	4.3	Setosa
5.6	3.5	3.1	Setosa
5.2	4.8	1.2	Setosa
4.3	2.9	1.7	Setosa
6.3	4.7	0.5	Setosa
6.7	8.0	4.0	Virginica
6.4	3.5	3.9	Setosa
6.0	5.6	5.1	Setosa
3.3	6.6	3.3	Versicolor
4.8	8.2	3.0	Virginica
3.4	8.2	5.9	Versicolor
3.7	6.3	1.8	Versicolor
3.5	8.5	2.4	Virginica
3.3	4.7	2.2	Versicolor
6.3	5.1	1.7	Setosa
6.5	5.3	2.7	Setosa
