sepal.width	petal.length	variety
5.4	10.3	Virginica
4.2	9.1	Versicolor
6.4	4.5	Versicolor
5.1	5.5	Setosa
5.8	8.2	Virginica
7.0	4.2	Versicolor
6.2	1.6	Setosa
7.2	3.9	Versicolor
5.4	2.5	Setosa
4.8	5.6	Virginica
2.4	6.8	Versicolor
7.5	7.9	Virginica
7.3	8.2	Virginica
6.7	8.3	Virginica
6.3	8.3	Versicolor
7.7	4.3	Setosa
7.5	6.7	Versicolor
3.1	7.4	Versicolor
5.0	5.2	Setosa
5.6	6.5	Versicolor
5.8	6.2	Versicolor
4.0	8.0	Virginica
3.9	3.4	Setosa
6.4	8.4	Virginica
3.5	4.9	Versicolor
7.0	5.0	Versicolor
3.7	8.9	Virginica
5.8	8.1	Versicolor
3.0	5.9	Setosa
2.8	8.1	Virginica
6.9	4.3	Setosa
6.5	9.5	Virginica
5.5	5.0	Versicolor
5.5	9.6	Virginica
5.1	6.1	Virginica
2.9	4.3	Versicolor
7.3	9.7	Virginica
6.3	7.6	Virginica
5.2	9.2	Versicolor
3.8	6.2	Setosa
2.5	4.0	Versicolor
4.3	8.4	Versicolor
4.4	4.1	Versicolor
3.5	6.0	Versicolor
4.7	7.5	Versicolor
4.6	1.9	Setosa
4.2	4.5	Setosa
6.5	4.9	Versicolor
6.3	3.3	Versicolor
8.0	2.8	Setosa
7.9	3.6	Setosa
3.5	6.2	Virginica
4.5	8.3	Virginica
4.2	10.2	Virginica
6.0	5.4	Setosa
7.7	9.8	Virginica
2.8	5.6	Virginica
4.6	10.1	Virginica
5.7	8.4	Versicolor
4.5	5.4	Setosa
6.0	5.5	Virginica
3.2	6.2	Versicolor
5.0	5.6	Setosa
5.6	4.0	Setosa
6.9	5.6	Setosa
3.8	5.9	Virginica
5.1	5.5	Virginica
4.4	4.7	Versicolor
4.3	4.0	Setosa
7.5	3.3	Setosa
7.6	3.4	Setosa
5.9	5.3	Versicolor
4.9	9.0	Versicolor
7.2	7.8	Versicolor
5.7	7.6	Virginica
2.6	7.5	Versicolor
3.1	6.2	Versicolor
6.0	6.5	Virginica
4.7	8.5	Versicolor
6.8	10.6	Virginica
5.2	4.2	Setosa
3.5	9.9	Virginica
6.0	10.1	Virginica
6.6	6.6	Virginica
5.5	7.8	Virginica
4.5	4.1	Versicolor
3.0	6.6	Virginica
4.3	6.5	Versicolor
5.9	1.5	Setosa
7.9	5.4	Setosa
6.6	2.1	Setosa
7.9	2.5	Setosa
3.2	8.5	Virginica
4.2	6.5	Versicolor
8.3	8.9	Virginica
5.5	5.9	Setosa
3.6	2.5	Setosa
3.3	5.1	Versicolor
7.5	8.2	Virginica
5.7	5.4	Setosa
7.7	5.9	Setosa
7.5	4.1	Setosa
5.8	1.6	Setosa
5.0	3.6	Setosa
8.0	2.0	Setosa
