sepal.width	variety
6.9	Setosa
6.2	Virginica
6.9	Virginica
7.4	Versicolor
4.0	Versicolor
4.1	Virginica
4.5	Virginica
3.2	Setosa
3.3	Virginica
7.4	Setosa
4.5	Setosa
5.1	Setosa
6.2	Versicolor
4.4	Versicolor
3.0	Virginica
2.8	Virginica
5.1	Versicolor
4.6	Virginica
4.6	Versicolor
5.8	Virginica
3.1	Setosa
4.8	Versicolor
4.2	Virginica
8.3	Virginica
6.9	Versicolor
4.4	Versicolor
5.3	Virginica
4.4	Versicolor
4.3	Versicolor
7.2	Versicolor
6.5	Virginica
8.0	Setosa
6.2	Setosa
7.0	Versicolor
7.0	Setosa
2.5	Versicolor
6.5	Versicolor
4.3	Versicolor
7.4	Virginica
5.2	Versicolor
7.3	Setosa
2.7	Versicolor
5.4	Setosa
4.6	Virginica
5.6	Virginica
3.9	Versicolor
2.7	Versicolor
4.5	Virginica
3.0	Versicolor
5.7	Setosa
7.5	Setosa
5.2	Versicolor
7.5	Virginica
4.2	Setosa
4.0	Setosa
7.5	Virginica
4.5	Virginica
6.8	Virginica
7.0	Virginica
5.5	Virginica
3.5	Setosa
7.4	Versicolor
4.6	Versicolor
4.1	Versicolor
5.8	Setosa
7.8	Setosa
7.2	Versicolor
3.1	Versicolor
5.0	Setosa
4.8	Virginica
7.5	Virginica
6.4	Setosa
4.0	Versicolor
8.4	Setosa
5.7	Virginica
5.8	Setosa
6.5	Versicolor
7.4	Setosa
3.8	Versicolor
3.9	Versicolor
7.4	Virginica
3.9	Setosa
4.4	Setosa
3.8	Virginica
6.2	Virginica
3.0	Versicolor
7.0	Virginica
5.1	Setosa
5.5	Setosa
5.6	Setosa
4.1	Virginica
7.5	Virginica
3.8	Setosa
5.4	Setosa
5.5	Setosa
3.8	Virginica
5.8	Setosa
5.0	Versicolor
4.3	Virginica
6.6	Setosa
3.3	Versicolor
6.2	Virginica
3.7	Versicolor
4.9	Virginica
6.5	Virginica
