sepal.length	variety
5.6	Setosa
8.9	Setosa
8.1	Versicolor
4.9	Setosa
8.7	Virginica
9.9	Setosa
6.2	Versicolor
6.8	Versicolor
6.3	Setosa
6.9	Versicolor
7.0	Setosa
5.5	Setosa
6.7	Setosa
10.4	Virginica
10.6	Virginica
10.7	Virginica
7.4	Virginica
9.0	Versicolor
5.8	Virginica
4.9	Setosa
9.7	Versicolor
9.5	Setosa
6.7	Virginica
9.0	Versicolor
8.3	Versicolor
9.7	Virginica
9.8	Virginica
5.7	Versicolor
10.7	Virginica
8.9	Virginica
11.8	Virginica
8.0	Setosa
8.4	Versicolor
5.9	Virginica
9.8	Versicolor
10.1	Versicolor
6.9	Virginica
9.4	Versicolor
5.1	Setosa
12.4	Virginica
11.2	Virginica
9.8	Virginica
9.2	Virginica
9.4	Setosa
9.0	Setosa
10.1	Versicolor
9.6	Setosa
9.7	Virginica
7.0	Virginica
6.2	Setosa
9.3	Versicolor
5.9	Setosa
8.2	Versicolor
10.9	Virginica
9.8	Setosa
8.7	Versicolor
7.0	Setosa
5.2	Versicolor
7.4	Versicolor
9.8	Virginica
7.2	Versicolor
6.5	Setosa
8.0	Versicolor
8.7	Setosa
6.5	Versicolor
4.8	Setosa
8.6	Setosa
10.1	Virginica
8.7	Versicolor
8.7	Virginica
10.7	Virginica
7.6	Versicolor
6.4	Virginica
5.0	Versicolor
10.2	Virginica
7.7	Versicolor
7.6	Versicolor
10.0	Versicolor
7.6	Versicolor
8.3	Virginica
9.6	Versicolor
9.6	Versicolor
11.1	Versicolor
8.3	Virginica
6.9	Versicolor
5.9	Virginica
8.5	Setosa
11.5	Versicolor
6.5	Setosa
9.6	Setosa
9.4	Versicolor
10.5	Virginica
11.4	Virginica
8.9	Virginica
7.0	Versicolor
10.8	Virginica
7.1	Setosa
7.0	Versicolor
7.6	Setosa
7.5	Virginica
6.8	Virginica
4.4	Setosa
4.8	Setosa
4.5	Setosa
8.4	Setosa
