sepal.length	variety
6.8	Setosa
9.9	Versicolor
9.6	Versicolor
5.7	Versicolor
9.9	Virginica
6.4	Versicolor
6.7	Virginica
7.2	Setosa
6.8	Setosa
9.5	Versicolor
6.6	Setosa
9.2	Versicolor
6.5	Setosa
5.5	Versicolor
9.5	Versicolor
8.4	Virginica
8.4	Virginica
8.9	Virginica
7.5	Setosa
9.8	Versicolor
10.7	Virginica
6.2	Setosa
7.2	Virginica
5.1	Setosa
6.2	Setosa
7.9	Versicolor
8.2	Virginica
7.5	Virginica
7.5	Setosa
10.5	Versicolor
8.8	Virginica
5.8	Versicolor
9.0	Versicolor
8.4	Versicolor
7.8	Virginica
9.2	Setosa
8.3	Setosa
8.3	Virginica
7.3	Versicolor
7.1	Virginica
10.0	Setosa
10.5	Virginica
7.1	Setosa
6.1	Setosa
6.6	Versicolor
8.1	Virginica
8.8	Setosa
8.9	Setosa
7.3	Setosa
6.5	Setosa
5.1	Setosa
8.4	Setosa
10.7	Versicolor
6.1	Versicolor
9.9	Setosa
9.6	Versicolor
10.1	Versicolor
7.7	Versicolor
9.9	Setosa
8.3	Versicolor
11.7	Virginica
8.4	Virginica
5.7	Setosa
8.8	Virginica
6.7	Virginica
6.3	Virginica
10.4	Virginica
7.1	Setosa
9.1	Virginica
7.0	Versicolor
7.6	Versicolor
7.0	Setosa
10.0	Setosa
8.3	Virginica
7.1	Setosa
7.9	Versicolor
8.6	Virginica
6.1	Versicolor
10.7	Virginica
6.0	Versicolor
7.3	Setosa
9.5	Versicolor
11.0	Virginica
8.4	Virginica
5.0	Setosa
9.1	Versicolor
9.1	Setosa
6.0	Versicolor
11.4	Virginica
5.4	Setosa
7.9	Versicolor
9.8	Versicolor
10.3	Setosa
7.0	Virginica
8.6	Versicolor
10.0	Versicolor
7.8	Virginica
8.2	Virginica
6.1	Setosa
8.0	Virginica
8.4	Virginica
6.2	Versicolor
6.0	Versicolor
9.5	Setosa
9.2	Versicolor
