petal.length	petal.width	variety
4.3	2.2	Setosa
7.1	6.0	Versicolor
6.1	2.4	Virginica
3.9	1.4	Versicolor
8.5	4.6	Versicolor
5.1	4.6	Setosa
2.1	1.2	Setosa
5.9	5.7	Versicolor
4.4	1.2	Setosa
4.8	4.4	Setosa
4.3	1.3	Setosa
7.3	5.8	Virginica
10.0	5.3	Virginica
8.1	5.4	Virginica
5.5	1.8	Virginica
9.7	5.2	Virginica
5.6	5.8	Versicolor
3.4	2.2	Setosa
8.8	2.8	Virginica
8.0	6.1	Virginica
10.8	4.3	Virginica
5.6	5.4	Virginica
9.1	6.2	Virginica
5.4	4.8	Virginica
5.5	6.0	Virginica
8.5	5.5	Versicolor
5.1	0.7	Setosa
4.8	1.8	Versicolor
4.0	4.4	Setosa
5.7	2.5	Virginica
5.6	4.8	Virginica
4.5	5.0	Versicolor
6.0	4.7	Versicolor
2.6	4.7	Setosa
5.4	3.2	Setosa
8.7	6.0	Versicolor
3.7	3.4	Setosa
9.6	5.9	Virginica
7.0	5.5	Versicolor
4.5	4.7	Setosa
5.0	3.0	Virginica
3.9	0.2	Setosa
8.8	4.3	Virginica
8.3	5.8	Versicolor
6.5	2.8	Versicolor
7.5	4.5	Versicolor
7.4	2.0	Versicolor
7.0	5.0	Versicolor
4.8	2.3	Versicolor
8.0	3.5	Virginica
5.8	3.2	Setosa
7.4	4.2	Versicolor
8.2	4.3	Versicolor
8.7	5.2	Versicolor
7.9	6.6	Virginica
6.4	4.1	Versicolor
7.6	1.9	Versicolor
8.6	2.6	Virginica
6.6	3.3	Virginica
4.1	1.8	Versicolor
9.4	3.5	Virginica
5.9	4.9	Versicolor
5.1	4.5	Versicolor
1.9	4.2	Setosa
7.4	3.0	Virginica
4.2	2.7	Setosa
6.9	4.6	Virginica
3.5	3.3	Setosa
6.2	0.5	Setosa
2.4	2.6	Setosa
8.9	3.3	Virginica
8.8	3.2	Virginica
5.1	1.4	Setosa
6.0	3.7	Versicolor
5.7	2.4	Versicolor
8.3	2.9	Virginica
3.0	3.2	Setosa
9.5	3.8	Virginica
7.1	6.0	Virginica
5.3	1.7	Setosa
6.9	2.8	Versicolor
6.0	3.7	Setosa
5.0	4.8	Versicolor
7.2	4.9	Versicolor
7.8	4.8	Virginica
8.9	4.4	Versicolor
6.0	0.9	Setosa
3.5	1.2	Setosa
9.6	5.8	Virginica
8.8	1.6	Virginica
4.5	1.7	Virginica
5.4	1.9	Setosa
8.6	3.5	Virginica
11.1	3.1	Virginica
9.7	4.8	Virginica
7.1	2.8	Versicolor
5.1	6.4	Virginica
7.7	4.2	Versicolor
7.2	6.0	Versicolor
5.9	4.7	Setosa
4.2	0.7	Setosa
6.5	5.8	Versicolor
2.4	4.3	Setosa
7.7	4.5	Versicolor
9.7	2.8	Virginica
