petal.length	petal.width	variety
9.6	3.4	Virginica
1.6	1.7	Setosa
6.7	4.1	Virginica
4.6	2.9	Versicolor
2.0	2.7	Setosa
2.8	4.2	Setosa
8.5	5.4	Virginica
4.8	4.2	Setosa
7.9	5.9	Versicolor
6.2	1.3	Versicolor
5.5	1.8	Virginica
4.8	5.3	Versicolor
8.1	3.7	Virginica
9.2	2.7	Virginica
2.9	3.2	Setosa
6.0	5.8	Versicolor
5.5	1.7	Versicolor
3.9	3.3	Setosa
8.3	2.8	Virginica
1.3	1.8	Setosa
8.7	1.2	Versicolor
7.6	2.4	Virginica
8.9	3.8	Virginica
7.7	4.0	Versicolor
6.3	3.0	Versicolor
5.1	4.7	Setosa
6.6	5.3	Versicolor
7.2	5.3	Virginica
9.9	2.8	Virginica
5.4	2.7	Setosa
5.4	2.4	Setosa
5.0	3.2	Setosa
5.0	0.9	Setosa
4.3	4.3	Versicolor
5.6	5.4	Virginica
9.0	2.0	Virginica
1.6	1.1	Setosa
6.3	4.1	Virginica
4.4	0.2	Setosa
1.3	0.2	Setosa
5.0	4.4	Setosa
5.3	3.3	Versicolor
8.1	3.0	Virginica
7.5	6.1	Versicolor
8.4	2.2	Versicolor
5.2	5.8	Versicolor
5.9	4.7	Setosa
7.3	4.3	Virginica
5.0	2.7	Versicolor
2.5	3.2	Setosa
5.0	1.1	Versicolor
6.0	4.3	Versicolor
1.4	3.2	Setosa
2.8	4.9	Setosa
8.5	5.5	Versicolor
2.8	1.8	Setosa
5.6	3.2	Setosa
5.2	2.9	Versicolor
10.1	2.3	Virginica
4.7	2.5	Versicolor
3.6	0.1	Setosa
8.2	6.3	Virginica
9.1	5.9	Virginica
2.4	4.1	Setosa
10.1	5.9	Virginica
6.0	1.2	Setosa
10.6	7.0	Virginica
4.0	4.2	Setosa
2.5	2.8	Setosa
2.2	3.8	Setosa
6.8	6.7	Virginica
6.1	4.8	Versicolor
9.6	2.4	Virginica
2.4	1.2	Setosa
8.0	4.8	Versicolor
4.9	4.8	Setosa
5.9	4.2	Setosa
8.9	5.1	Virginica
9.6	4.1	Virginica
1.5	1.7	Setosa
5.1	4.9	Virginica
9.4	4.0	Versicolor
9.5	4.3	Virginica
5.8	6.3	Virginica
4.9	1.7	Setosa
6.4	2.9	Versicolor
3.2	1.0	Setosa
5.3	1.4	Versicolor
9.4	6.3	Virginica
7.4	2.8	Virginica
7.5	2.7	Virginica
6.4	2.9	Versicolor
6.6	3.3	Versicolor
5.8	6.4	Virginica
8.1	2.5	Virginica
6.0	2.7	Setosa
2.7	0.9	Setosa
6.0	0.6	Setosa
5.1	0.4	Setosa
8.0	6.0	Versicolor
6.5	6.1	Virginica
1.9	1.2	Setosa
8.7	1.9	Versicolor
7.8	5.0	Versicolor
7.4	2.5	Virginica
