sepal.length	sepal.width	petal.length	petal.width	variety
7.1	4.3	1.9	4.4	Setosa
9.3	7.0	1.9	2.6	Setosa
9.6	3.5	9.1	5.1	Virginica
5.5	5.0	2.1	1.1	Setosa
8.2	7.3	5.3	5.8	Virginica
6.4	3.1	3.5	2.1	Setosa
9.5	4.0	6.5	4.3	Virginica
8.3	6.5	8.0	6.6	Virginica
6.2	5.9	5.4	6.8	Virginica
8.9	8.1	1.4	2.6	Setosa
10.7	5.5	9.8	2.8	Virginica
9.7	7.8	9.7	4.0	Virginica
6.1	6.8	7.5	5.3	Versicolor
10.7	4.6	8.4	4.4	Versicolor
8.7	6.7	5.9	1.4	Versicolor
8.4	7.0	5.7	4.5	Versicolor
5.4	5.4	4.8	2.9	Setosa
6.9	6.5	5.1	2.3	Virginica
7.9	7.2	7.3	4.9	Virginica
7.7	6.9	5.4	4.2	Setosa
5.3	6.5	4.4	1.3	Setosa
11.4	3.8	10.6	2.4	Virginica
9.7	7.0	5.5	3.2	Setosa
9.1	5.5	8.9	5.8	Virginica
9.3	6.1	2.1	0.7	Setosa
5.8	4.8	7.6	3.4	Virginica
6.1	4.9	3.6	1.8	Versicolor
10.8	3.2	7.4	3.8	Virginica
9.1	8.0	3.9	3.8	Setosa
7.5	5.7	5.7	0.2	Setosa
10.9	6.2	9.8	4.8	Virginica
5.5	3.3	5.3	3.8	Setosa
6.2	7.3	7.6	2.8	Versicolor
8.7	5.1	6.9	4.3	Virginica
8.7	7.3	10.7	3.7	Virginica
9.7	3.0	5.0	6.2	Versicolor
9.9	4.3	9.1	6.1	Virginica
9.3	5.2	6.6	2.4	Virginica
7.0	6.7	9.6	4.5	Virginica
10.3	7.8	6.0	3.5	Virginica
8.3	6.9	5.9	3.2	Setosa
7.6	6.4	1.4	0.3	Setosa
7.4	3.5	1.4	0.2	Setosa
9.3	5.4	8.6	2.9	Virginica
5.6	2.5	4.5	1.6	Versicolor
10.5	6.5	9.3	3.8	Virginica
7.5	5.1	4.9	5.7	Versicolor
8.6	7.0	6.6	1.8	Versicolor
6.1	5.0	5.0	2.5	Versicolor
10.3	3.3	7.8	3.4	Versicolor
8.7	6.1	6.0	2.5	Versicolor
8.8	6.2	5.1	4.0	Versicolor
6.9	5.2	10.2	6.8	Virginica
5.1	7.4	4.5	2.2	Setosa
8.5	3.4	3.8	2.6	Versicolor
10.7	5.3	6.7	2.1	Virginica
5.6	7.7	3.4	2.7	Setosa
8.4	5.9	3.5	4.4	Setosa
5.3	4.4	4.6	0.7	Setosa
8.7	5.5	8.2	4.3	Virginica
9.6	5.4	8.2	2.4	Versicolor
11.7	5.2	7.0	5.3	Virginica
9.5	4.9	2.6	4.9	Setosa
7.9	7.6	8.4	2.6	Virginica
9.9	7.5	5.0	1.5	Versicolor
10.6	5.5	8.9	4.9	Versicolor
7.0	6.5	5.5	3.8	Versicolor
7.3	4.5	8.5	4.4	Virginica
8.3	5.2	5.1	2.4	Virginica
7.0	5.8	5.3	5.0	Versicolor
8.0	8.0	3.3	4.8	Setosa
10.0	3.0	8.2	4.5	Virginica
5.5	7.5	2.6	1.2	Setosa
9.8	5.3	9.6	3.0	Virginica
5.4	6.0	2.3	2.7	Setosa
8.9	4.7	6.0	4.5	Versicolor
8.1	5.7	3.0	2.4	Setosa
7.4	3.9	2.7	1.9	Setosa
9.5	6.3	2.9	2.7	Setosa
10.2	5.7	4.5	4.0	Versicolor
8.0	6.0	9.8	5.2	Virginica
8.0	6.4	5.0	3.7	Setosa
9.7	7.3	4.7	0.8	Setosa
9.4	2.8	9.1	2.7	Virginica
10.4	4.6	6.1	2.3	Virginica
8.8	2.7	3.9	1.2	Versicolor
4.7	7.7	1.6	0.2	Setosa
7.5	4.4	6.7	4.0	Versicolor
8.1	5.5	5.9	3.7	Setosa
8.9	3.2	6.8	2.8	Versicolor
7.3	3.6	5.0	1.7	Versicolor
10.7	4.6	10.1	4.4	Virginica
5.4	7.0	7.5	4.2	Virginica
10.7	6.9	6.3	2.3	Versicolor
9.3	2.3	5.4	1.3	Versicolor
7.7	6.1	1.5	1.6	Setosa
4.4	3.2	1.8	0.7	Setosa
8.2	5.4	4.2	4.8	Versicolor
8.1	7.0	8.4	2.6	Versicolor
6.7	3.2	5.8	1.2	Setosa
7.5	6.5	1.3	0.2	Setosa
6.6	7.6	3.0	1.7	Setosa
8.6	4.9	7.1	2.8	Versicolor
6.6	4.3	7.4	4.0	Virginica
9.6	5.6	7.1	1.4	Virginica
