sepal.length	variety
6.0	Setosa
6.0	Versicolor
8.1	Virginica
6.2	Virginica
10.4	Versicolor
8.5	Setosa
7.5	Versicolor
6.9	Setosa
9.1	Versicolor
10.3	Virginica
6.9	Versicolor
5.6	Versicolor
8.5	Versicolor
9.0	Virginica
10.4	Virginica
6.8	Setosa
6.6	Setosa
7.8	Versicolor
6.0	Versicolor
8.0	Versicolor
8.5	Setosa
11.2	Virginica
6.2	Setosa
10.9	Versicolor
6.9	Setosa
10.3	Virginica
6.2	Versicolor
7.6	Setosa
7.8	Virginica
9.6	Setosa
7.5	Setosa
9.1	Setosa
8.0	Setosa
8.9	Virginica
9.8	Virginica
7.1	Versicolor
6.9	Virginica
9.7	Virginica
5.5	Versicolor
4.9	Setosa
6.6	Versicolor
10.3	Virginica
9.8	Virginica
7.2	Versicolor
7.7	Virginica
5.3	Setosa
8.6	Versicolor
10.9	Virginica
6.6	Versicolor
9.0	Setosa
7.5	Virginica
5.9	Versicolor
8.2	Virginica
9.1	Setosa
8.4	Versicolor
8.7	Versicolor
7.0	Setosa
8.2	Virginica
6.8	Setosa
4.9	Setosa
9.2	Virginica
9.2	Virginica
8.2	Virginica
5.0	Versicolor
9.3	Virginica
7.1	Setosa
8.6	Setosa
10.5	Virginica
9.0	Setosa
4.8	Setosa
7.6	Setosa
6.9	Virginica
8.7	Virginica
12.2	Virginica
9.9	Versicolor
6.4	Virginica
4.9	Setosa
9.8	Versicolor
8.1	Versicolor
6.2	Versicolor
7.6	Versicolor
7.5	Versicolor
7.8	Versicolor
6.5	Virginica
6.0	Versicolor
8.3	Virginica
7.5	Setosa
6.4	Setosa
9.1	Setosa
7.2	Versicolor
7.4	Setosa
10.7	Virginica
8.2	Virginica
5.9	Setosa
9.3	Versicolor
9.0	Setosa
8.6	Versicolor
7.6	Virginica
9.2	Versicolor
8.0	Versicolor
10.5	Versicolor
7.6	Versicolor
9.4	Setosa
7.2	Virginica
6.7	Setosa
