petal.length	petal.width	variety
5.9	4.9	Versicolor
5.4	3.8	Setosa
9.6	3.8	Virginica
1.6	2.2	Setosa
3.7	0.7	Setosa
3.7	3.9	Setosa
8.9	2.0	Virginica
6.1	5.1	Virginica
6.4	2.3	Virginica
5.1	3.4	Virginica
1.4	2.7	Setosa
8.1	6.4	Virginica
4.7	5.4	Versicolor
8.4	3.3	Virginica
4.9	0.2	Setosa
7.0	4.0	Versicolor
5.5	5.8	Versicolor
6.6	3.9	Versicolor
5.8	6.8	Virginica
6.4	3.3	Versicolor
7.4	2.4	Versicolor
7.3	4.3	Versicolor
2.9	0.1	Setosa
4.4	2.3	Setosa
8.2	2.3	Versicolor
3.5	4.4	Setosa
6.8	4.0	Versicolor
8.9	2.0	Versicolor
7.9	1.2	Versicolor
6.9	5.3	Virginica
4.5	1.5	Versicolor
8.2	6.3	Virginica
1.3	3.2	Setosa
8.2	2.0	Versicolor
3.9	2.7	Setosa
8.9	5.9	Versicolor
7.6	6.4	Virginica
8.5	5.0	Versicolor
5.8	1.8	Setosa
5.2	1.5	Versicolor
3.5	4.7	Setosa
3.5	1.5	Versicolor
4.1	3.2	Setosa
5.4	2.6	Setosa
7.8	5.3	Virginica
9.5	2.3	Virginica
8.7	6.3	Virginica
8.7	1.2	Versicolor
10.0	3.3	Virginica
8.9	3.3	Virginica
2.9	3.7	Setosa
5.8	4.7	Setosa
6.1	6.2	Virginica
7.1	5.9	Virginica
3.4	1.2	Setosa
4.8	2.3	Versicolor
5.0	4.2	Versicolor
3.3	4.3	Setosa
4.4	3.2	Setosa
6.0	0.1	Setosa
10.0	3.0	Virginica
7.1	6.3	Virginica
7.5	2.8	Virginica
5.1	0.7	Setosa
5.7	0.8	Setosa
8.4	4.6	Virginica
1.3	2.7	Setosa
7.0	4.0	Versicolor
7.8	2.3	Virginica
3.9	1.1	Versicolor
4.0	5.8	Versicolor
9.1	2.3	Virginica
7.6	2.0	Versicolor
5.0	4.7	Setosa
7.5	4.2	Virginica
9.1	5.5	Virginica
8.7	4.5	Versicolor
4.5	4.2	Setosa
8.3	2.4	Virginica
3.9	4.7	Versicolor
9.1	2.8	Virginica
9.2	2.2	Versicolor
4.5	1.8	Setosa
5.8	2.3	Versicolor
8.8	5.6	Virginica
6.6	2.6	Virginica
2.8	3.7	Setosa
3.4	3.4	Setosa
4.5	3.2	Versicolor
8.6	4.8	Versicolor
5.3	1.0	Versicolor
1.5	2.2	Setosa
4.5	4.1	Setosa
2.5	3.9	Setosa
7.2	5.6	Virginica
9.1	5.5	Virginica
8.3	3.6	Versicolor
9.4	5.6	Virginica
4.5	2.3	Versicolor
1.8	1.4	Setosa
4.6	4.8	Versicolor
7.7	4.0	Virginica
6.6	6.9	Virginica
5.2	3.2	Setosa
8.5	3.9	Virginica
