sepal.length	variety
8.0	Virginica
10.6	Virginica
5.6	Setosa
9.8	Virginica
8.4	Setosa
8.0	Versicolor
11.0	Virginica
9.9	Virginica
6.8	Virginica
9.7	Virginica
7.0	Versicolor
8.8	Versicolor
10.1	Versicolor
8.9	Versicolor
10.4	Virginica
9.1	Setosa
9.3	Setosa
6.6	Versicolor
8.2	Virginica
9.1	Virginica
6.5	Setosa
8.7	Versicolor
5.7	Setosa
6.6	Virginica
6.5	Setosa
7.2	Setosa
7.5	Setosa
8.6	Virginica
6.1	Versicolor
11.4	Versicolor
5.1	Setosa
9.7	Versicolor
10.7	Versicolor
8.9	Setosa
8.1	Setosa
9.9	Setosa
10.3	Setosa
6.8	Versicolor
5.5	Versicolor
8.7	Virginica
7.1	Versicolor
8.4	Versicolor
6.7	Versicolor
8.3	Setosa
10.0	Virginica
10.8	Versicolor
7.7	Virginica
8.9	Virginica
9.7	Versicolor
8.6	Versicolor
6.0	Versicolor
9.7	Virginica
8.6	Virginica
8.8	Versicolor
10.6	Versicolor
6.4	Setosa
9.6	Versicolor
9.3	Versicolor
9.8	Virginica
7.5	Setosa
5.2	Setosa
6.7	Virginica
8.9	Virginica
8.3	Virginica
10.5	Versicolor
5.1	Setosa
8.4	Setosa
5.9	Versicolor
7.9	Setosa
7.9	Setosa
8.4	Setosa
7.2	Setosa
8.0	Setosa
8.9	Virginica
6.3	Setosa
10.2	Virginica
10.5	Virginica
5.9	Setosa
8.4	Virginica
8.0	Versicolor
6.6	Setosa
7.9	Setosa
5.9	Setosa
9.5	Versicolor
7.9	Virginica
10.6	Versicolor
10.4	Virginica
7.1	Setosa
7.3	Virginica
5.7	Setosa
8.9	Versicolor
8.5	Versicolor
5.9	Virginica
8.6	Versicolor
9.0	Virginica
8.2	Versicolor
7.2	Setosa
8.6	Setosa
8.7	Virginica
9.3	Versicolor
12.2	Virginica
4.7	Setosa
5.3	Setosa
9.7	Virginica
7.2	Versicolor
