petal.length	variety
10.7	Virginica
8.8	Virginica
7.3	Virginica
5.4	Setosa
6.9	Virginica
3.2	Setosa
7.7	Virginica
1.7	Setosa
1.4	Setosa
7.5	Virginica
8.0	Versicolor
3.5	Setosa
4.0	Setosa
6.1	Virginica
6.0	Virginica
6.6	Versicolor
6.6	Versicolor
8.4	Versicolor
8.6	Versicolor
6.8	Virginica
3.6	Setosa
8.6	Virginica
2.5	Setosa
7.7	Versicolor
6.4	Versicolor
5.0	Versicolor
8.6	Virginica
4.4	Setosa
8.5	Virginica
7.2	Versicolor
1.9	Setosa
4.3	Setosa
7.6	Versicolor
5.9	Versicolor
9.7	Virginica
2.9	Setosa
8.1	Virginica
4.5	Versicolor
6.9	Versicolor
7.5	Versicolor
2.3	Setosa
7.1	Virginica
5.7	Versicolor
6.1	Virginica
9.1	Virginica
10.1	Virginica
3.3	Setosa
10.9	Virginica
6.4	Versicolor
6.7	Versicolor
9.5	Virginica
8.2	Versicolor
9.1	Virginica
8.3	Versicolor
8.3	Versicolor
5.4	Setosa
10.1	Virginica
7.6	Versicolor
8.0	Versicolor
8.7	Virginica
4.0	Setosa
8.1	Virginica
5.7	Virginica
3.0	Setosa
9.3	Virginica
5.5	Versicolor
3.2	Setosa
5.9	Setosa
5.5	Versicolor
6.5	Versicolor
3.5	Setosa
7.8	Virginica
9.9	Virginica
5.0	Setosa
5.4	Setosa
5.6	Virginica
8.1	Virginica
5.3	Versicolor
5.5	Versicolor
9.6	Virginica
7.2	Versicolor
5.5	Setosa
5.4	Virginica
3.4	Setosa
4.1	Setosa
4.9	Virginica
7.4	Versicolor
2.9	Setosa
6.8	Virginica
2.8	Setosa
8.7	Versicolor
10.0	Virginica
3.0	Setosa
7.6	Versicolor
10.1	Virginica
9.0	Versicolor
6.1	Versicolor
7.8	Virginica
5.7	Setosa
8.4	Virginica
3.5	Setosa
5.1	Setosa
3.5	Setosa
5.5	Versicolor
3.4	Setosa
