sepal.length	variety
7.2	Versicolor
8.2	Virginica
6.0	Versicolor
9.2	Versicolor
6.8	Virginica
9.1	Virginica
9.9	Versicolor
9.5	Versicolor
10.5	Versicolor
8.0	Setosa
6.7	Setosa
8.3	Versicolor
9.2	Virginica
11.3	Virginica
5.8	Setosa
9.7	Setosa
10.7	Virginica
8.9	Setosa
11.1	Versicolor
6.4	Virginica
5.5	Versicolor
8.7	Versicolor
7.1	Setosa
7.7	Virginica
9.0	Setosa
6.6	Virginica
10.9	Virginica
8.1	Setosa
4.9	Setosa
11.2	Versicolor
9.4	Virginica
9.2	Versicolor
10.5	Versicolor
7.9	Versicolor
10.9	Virginica
9.7	Virginica
7.6	Setosa
8.1	Versicolor
6.7	Virginica
7.8	Setosa
12.2	Virginica
5.1	Setosa
7.7	Virginica
6.9	Setosa
7.1	Setosa
10.7	Versicolor
7.1	Versicolor
6.1	Versicolor
5.9	Setosa
9.3	Virginica
8.2	Setosa
9.2	Setosa
9.6	Virginica
6.5	Virginica
10.2	Virginica
7.0	Setosa
9.1	Versicolor
8.6	Versicolor
9.9	Virginica
8.9	Virginica
6.3	Setosa
7.3	Versicolor
9.8	Versicolor
9.0	Setosa
5.0	Setosa
6.5	Versicolor
8.5	Virginica
9.0	Setosa
10.8	Virginica
7.9	Virginica
6.6	Versicolor
6.9	Setosa
6.5	Setosa
8.7	Versicolor
9.0	Virginica
6.3	Virginica
8.4	Versicolor
6.2	Virginica
5.0	Versicolor
5.4	Setosa
6.3	Virginica
6.6	Versicolor
8.8	Versicolor
9.9	Virginica
8.8	Virginica
6.9	Setosa
7.5	Versicolor
7.1	Versicolor
7.4	Virginica
8.3	Virginica
7.1	Setosa
6.4	Setosa
8.8	Virginica
6.8	Setosa
8.7	Virginica
5.9	Setosa
6.1	Versicolor
10.9	Versicolor
7.8	Setosa
8.7	Setosa
7.3	Setosa
8.7	Setosa
9.6	Setosa
9.9	Versicolor
5.9	Setosa
