sepal.width	variety
2.8	Versicolor
3.1	Setosa
4.4	Virginica
4.0	Versicolor
7.1	Setosa
4.4	Versicolor
7.5	Setosa
3.5	Setosa
3.0	Versicolor
4.2	Setosa
4.8	Virginica
5.3	Versicolor
5.8	Setosa
5.0	Virginica
6.5	Setosa
5.5	Versicolor
5.9	Setosa
3.5	Virginica
7.4	Setosa
7.0	Versicolor
6.1	Versicolor
4.9	Virginica
5.7	Versicolor
3.0	Versicolor
6.0	Setosa
5.3	Virginica
4.0	Virginica
3.5	Virginica
5.7	Virginica
3.5	Setosa
5.6	Virginica
5.4	Setosa
4.2	Versicolor
6.8	Setosa
5.4	Setosa
4.9	Setosa
3.5	Setosa
3.6	Virginica
6.9	Versicolor
5.6	Virginica
4.2	Virginica
7.2	Versicolor
3.1	Versicolor
7.5	Virginica
5.2	Setosa
3.0	Setosa
4.4	Setosa
3.5	Versicolor
5.9	Virginica
5.7	Versicolor
3.1	Versicolor
7.7	Versicolor
2.8	Versicolor
3.6	Virginica
3.8	Versicolor
7.4	Versicolor
4.4	Versicolor
6.7	Setosa
7.3	Virginica
7.7	Setosa
4.1	Virginica
6.0	Virginica
7.3	Virginica
4.4	Virginica
5.7	Versicolor
6.9	Setosa
5.1	Setosa
3.0	Virginica
5.9	Versicolor
6.0	Setosa
5.9	Setosa
3.8	Setosa
5.5	Versicolor
3.0	Virginica
6.7	Virginica
7.2	Setosa
6.1	Setosa
3.9	Versicolor
3.5	Setosa
4.3	Versicolor
4.5	Setosa
2.7	Virginica
5.6	Versicolor
4.7	Versicolor
3.3	Versicolor
7.8	Versicolor
3.2	Setosa
2.9	Versicolor
5.5	Versicolor
7.8	Setosa
2.9	Versicolor
3.9	Versicolor
3.7	Setosa
4.0	Virginica
4.2	Virginica
4.5	Virginica
3.8	Setosa
6.2	Versicolor
7.5	Versicolor
3.3	Virginica
7.0	Setosa
6.7	Virginica
6.8	Virginica
3.6	Virginica
5.7	Virginica
