sepal.width	petal.length	petal.width	variety
3.7	3.0	4.7	Setosa
6.9	3.9	3.2	Setosa
4.7	6.0	6.0	Virginica
7.4	6.1	5.9	Virginica
7.3	4.7	4.1	Versicolor
3.2	3.9	1.7	Setosa
3.1	8.4	5.4	Versicolor
6.3	8.0	5.5	Virginica
7.3	2.1	0.7	Setosa
6.2	4.2	4.7	Setosa
5.8	4.0	2.8	Versicolor
3.7	5.7	6.3	Virginica
5.2	7.4	3.8	Virginica
2.7	7.4	5.9	Versicolor
7.1	6.1	4.8	Virginica
5.7	8.6	3.9	Virginica
3.5	1.9	2.6	Setosa
2.2	5.0	1.5	Versicolor
7.0	6.7	4.0	Versicolor
6.8	1.7	0.3	Setosa
7.3	3.9	1.4	Setosa
5.8	3.4	1.7	Setosa
5.4	1.6	2.7	Setosa
2.0	5.5	2.0	Versicolor
5.0	7.5	1.5	Versicolor
3.0	1.8	2.7	Setosa
7.0	7.0	3.6	Virginica
7.5	5.9	1.8	Setosa
5.2	8.5	2.0	Versicolor
3.4	2.9	2.7	Setosa
4.0	10.3	6.2	Virginica
6.0	6.2	6.5	Virginica
4.6	6.0	4.0	Versicolor
5.5	8.6	6.3	Virginica
6.4	2.0	0.7	Setosa
5.3	5.0	2.3	Setosa
6.8	4.7	1.2	Versicolor
2.8	10.6	5.4	Virginica
5.9	7.3	3.0	Versicolor
4.4	8.5	2.1	Versicolor
6.1	9.9	6.3	Virginica
4.8	9.1	4.0	Versicolor
7.0	7.0	2.8	Virginica
7.5	9.5	1.7	Versicolor
6.0	4.9	4.9	Versicolor
4.3	8.7	5.1	Virginica
4.2	6.1	0.2	Setosa
6.5	3.8	3.8	Setosa
6.5	5.9	3.2	Setosa
5.5	4.9	1.5	Versicolor
3.0	5.6	5.8	Versicolor
3.3	7.6	6.6	Virginica
6.9	10.3	5.3	Virginica
4.0	5.7	1.7	Versicolor
6.5	6.5	4.6	Versicolor
4.5	8.8	2.3	Virginica
3.6	6.0	2.8	Virginica
4.9	3.1	0.9	Setosa
2.9	8.8	4.8	Versicolor
3.7	9.0	2.5	Versicolor
7.3	11.2	4.2	Virginica
4.3	8.4	2.5	Virginica
4.2	5.1	4.6	Versicolor
4.2	6.0	3.9	Setosa
7.5	10.6	5.3	Virginica
3.9	1.3	0.4	Setosa
6.3	4.7	2.0	Setosa
6.6	1.5	4.2	Setosa
6.5	7.2	2.8	Virginica
6.1	4.5	0.1	Setosa
6.3	4.5	2.3	Versicolor
3.1	5.1	2.2	Setosa
5.6	4.7	4.0	Versicolor
8.6	4.5	1.1	Setosa
3.9	6.1	2.8	Versicolor
3.6	2.0	3.7	Setosa
2.8	6.1	2.9	Virginica
3.6	2.9	0.1	Setosa
4.6	1.5	3.7	Setosa
6.1	6.1	5.4	Virginica
6.4	3.4	0.2	Setosa
6.5	7.5	5.9	Virginica
6.8	6.8	4.4	Versicolor
6.0	8.9	4.1	Virginica
5.4	4.2	2.8	Versicolor
6.7	9.4	6.3	Virginica
7.0	4.6	2.1	Setosa
6.9	8.3	1.8	Versicolor
6.5	4.5	5.5	Versicolor
6.7	4.3	2.7	Setosa
4.8	1.8	2.3	Setosa
6.2	5.4	0.2	Setosa
5.9	8.7	3.4	Versicolor
7.4	7.1	3.3	Versicolor
7.2	6.3	3.8	Virginica
7.2	3.0	1.7	Setosa
6.6	6.4	2.5	Versicolor
6.7	8.2	3.3	Versicolor
5.1	2.4	1.7	Setosa
6.0	5.4	0.8	Setosa
4.4	6.0	0.9	Setosa
7.2	4.8	3.2	Setosa
4.1	6.1	5.9	Virginica
3.7	5.1	2.5	Virginica
6.3	7.4	2.3	Versicolor
