sepal.width	petal.length	variety
6.4	1.9	Setosa
6.3	7.6	Virginica
5.9	5.9	Setosa
7.5	3.8	Setosa
3.7	7.5	Virginica
5.5	4.4	Setosa
7.5	6.5	Versicolor
3.0	9.7	Virginica
6.0	5.5	Virginica
2.2	8.5	Virginica
4.4	5.5	Setosa
2.6	8.4	Versicolor
3.5	8.6	Virginica
3.3	8.0	Versicolor
3.4	8.6	Virginica
2.9	9.2	Versicolor
6.3	10.4	Virginica
6.6	7.9	Versicolor
6.6	3.5	Versicolor
4.0	4.0	Setosa
5.4	3.2	Setosa
7.0	1.3	Setosa
6.6	11.4	Virginica
4.8	6.6	Virginica
4.9	8.1	Versicolor
4.9	9.3	Virginica
6.7	3.5	Setosa
4.3	7.2	Virginica
4.1	5.0	Versicolor
5.5	6.1	Virginica
5.2	6.2	Virginica
8.1	10.6	Virginica
4.5	5.2	Setosa
4.5	6.5	Versicolor
5.9	7.1	Virginica
5.2	4.2	Setosa
7.5	8.1	Versicolor
2.7	3.9	Versicolor
6.5	7.4	Versicolor
5.2	2.4	Setosa
6.1	8.2	Versicolor
5.5	5.0	Versicolor
6.3	4.0	Versicolor
4.0	5.4	Virginica
5.9	8.3	Versicolor
6.7	2.8	Setosa
3.5	2.9	Setosa
5.8	5.8	Virginica
3.6	9.1	Virginica
5.6	2.0	Setosa
4.2	5.8	Virginica
3.3	9.6	Virginica
3.9	4.2	Setosa
5.8	9.2	Virginica
4.5	6.2	Versicolor
3.3	8.6	Versicolor
7.2	6.6	Versicolor
5.5	4.5	Virginica
5.5	8.8	Virginica
3.9	5.4	Setosa
7.2	7.9	Virginica
5.9	2.5	Setosa
3.8	5.1	Setosa
5.0	6.5	Versicolor
4.7	1.4	Setosa
6.0	5.7	Virginica
4.0	1.4	Setosa
4.1	1.5	Setosa
6.5	10.3	Virginica
8.1	1.9	Setosa
6.1	5.5	Virginica
5.5	5.4	Versicolor
2.8	10.6	Virginica
3.6	2.6	Setosa
4.5	2.4	Setosa
3.1	6.1	Virginica
3.9	3.3	Versicolor
7.5	5.2	Versicolor
6.0	6.9	Virginica
6.0	10.0	Virginica
4.3	4.9	Versicolor
8.4	4.3	Setosa
4.2	3.5	Setosa
5.7	7.0	Versicolor
8.4	5.0	Setosa
4.0	2.1	Setosa
6.2	7.6	Virginica
3.8	9.6	Virginica
3.8	9.3	Versicolor
7.2	7.4	Versicolor
6.5	5.0	Virginica
5.4	6.4	Virginica
7.7	8.8	Versicolor
3.0	4.9	Versicolor
7.8	3.4	Setosa
6.3	4.1	Versicolor
4.1	1.4	Setosa
6.6	5.4	Versicolor
3.8	10.2	Virginica
6.5	10.3	Virginica
3.8	5.5	Versicolor
3.8	1.7	Setosa
6.2	8.0	Versicolor
7.2	8.7	Versicolor
3.9	7.1	Versicolor
