sepal.width	petal.length	petal.width	variety
5.6	3.0	2.6	Setosa
6.7	5.5	3.0	Versicolor
4.8	10.6	2.4	Virginica
6.9	2.4	0.2	Setosa
6.2	5.5	0.2	Setosa
7.0	4.9	5.3	Virginica
3.4	8.9	6.3	Virginica
5.2	6.2	4.8	Versicolor
6.4	7.8	2.8	Versicolor
8.1	1.0	3.2	Setosa
6.0	5.4	2.8	Setosa
2.6	7.6	2.9	Virginica
3.9	10.1	5.8	Virginica
3.1	9.1	5.9	Virginica
5.9	1.6	4.7	Setosa
4.3	5.5	1.3	Versicolor
5.3	5.1	1.7	Setosa
5.4	7.3	2.8	Versicolor
2.8	5.1	4.8	Versicolor
5.3	6.7	4.7	Virginica
3.7	9.3	2.3	Versicolor
6.7	5.0	3.4	Setosa
2.9	4.7	4.8	Versicolor
4.2	6.2	5.9	Versicolor
6.7	7.6	6.1	Versicolor
6.1	5.5	4.1	Setosa
4.7	6.9	5.7	Versicolor
5.1	4.9	1.2	Versicolor
5.6	5.9	4.1	Virginica
7.6	8.9	2.5	Versicolor
5.0	9.8	2.8	Virginica
3.6	7.6	3.3	Virginica
3.0	7.0	2.6	Virginica
4.2	8.1	1.9	Virginica
4.5	8.5	4.5	Versicolor
5.7	4.8	0.2	Setosa
4.9	2.9	1.8	Setosa
3.5	6.2	6.0	Versicolor
7.2	5.1	4.0	Virginica
5.5	9.0	3.8	Virginica
7.2	1.6	1.7	Setosa
8.4	2.2	2.9	Setosa
7.9	5.0	1.4	Setosa
5.7	6.1	2.0	Versicolor
6.7	5.3	5.8	Virginica
6.5	4.9	4.5	Versicolor
5.3	9.1	2.5	Virginica
7.3	7.6	2.6	Virginica
3.4	6.7	3.0	Versicolor
4.3	9.4	3.5	Virginica
6.5	7.5	3.2	Versicolor
5.3	6.4	2.9	Setosa
3.7	5.5	2.5	Versicolor
2.7	9.0	4.5	Versicolor
7.9	5.2	0.7	Setosa
2.9	8.8	3.3	Virginica
5.6	8.9	3.8	Virginica
5.0	3.9	4.3	Setosa
3.8	6.2	1.8	Setosa
6.5	7.5	2.8	Versicolor
6.5	6.1	3.4	Versicolor
3.0	7.0	1.5	Versicolor
3.0	2.6	2.2	Setosa
8.5	5.7	3.2	Setosa
6.3	1.4	2.2	Setosa
7.7	4.4	1.2	Setosa
4.6	5.5	4.2	Versicolor
2.9	5.3	3.1	Versicolor
3.9	9.2	1.9	Versicolor
4.8	8.1	4.9	Virginica
4.5	3.9	1.1	Setosa
6.6	3.0	2.7	Setosa
4.5	5.8	4.7	Setosa
5.0	6.0	2.0	Virginica
4.7	6.8	5.4	Virginica
5.0	8.0	6.0	Versicolor
7.4	2.5	1.2	Setosa
7.3	10.4	4.5	Virginica
5.5	5.9	3.7	Setosa
3.9	4.0	4.2	Setosa
6.9	7.1	3.4	Virginica
4.1	7.6	7.0	Virginica
7.2	4.9	2.7	Setosa
5.4	2.3	1.9	Setosa
4.6	9.2	4.0	Versicolor
6.6	1.4	3.7	Setosa
5.3	5.8	4.8	Setosa
4.7	6.4	4.9	Versicolor
3.3	8.7	6.5	Virginica
7.6	3.5	1.2	Setosa
7.0	4.5	2.2	Virginica
7.0	7.1	1.8	Virginica
7.0	9.9	3.1	Virginica
6.0	5.6	1.6	Setosa
6.3	3.7	2.5	Setosa
2.5	8.0	1.9	Virginica
7.0	3.5	5.6	Versicolor
5.2	6.9	5.8	Virginica
5.2	3.3	1.2	Setosa
5.5	5.6	1.3	Versicolor
5.3	3.8	5.0	Versicolor
4.1	5.5	1.5	Versicolor
4.3	4.5	5.8	Versicolor
7.5	1.5	4.2	Setosa
6.3	6.2	2.5	Virginica
