petal.width	variety
5.8	Versicolor
4.3	Versicolor
3.2	Setosa
2.7	Setosa
2.3	Versicolor
1.8	Virginica
4.4	Virginica
2.8	Versicolor
5.2	Versicolor
4.7	Setosa
0.2	Setosa
1.9	Virginica
3.5	Virginica
3.1	Setosa
5.5	Virginica
5.5	Versicolor
6.2	Virginica
4.5	Versicolor
1.9	Setosa
5.9	Virginica
3.6	Setosa
4.0	Versicolor
3.2	Setosa
5.1	Virginica
4.3	Setosa
2.6	Virginica
1.7	Setosa
5.0	Setosa
1.2	Setosa
2.8	Virginica
4.3	Versicolor
4.9	Virginica
3.0	Virginica
3.3	Virginica
0.7	Setosa
6.8	Virginica
1.3	Setosa
3.0	Versicolor
2.7	Setosa
3.5	Virginica
6.4	Virginica
3.2	Versicolor
2.4	Versicolor
5.8	Virginica
3.3	Versicolor
7.0	Virginica
4.1	Virginica
4.0	Versicolor
1.8	Setosa
2.7	Versicolor
5.0	Versicolor
5.5	Virginica
3.8	Virginica
6.8	Virginica
4.2	Setosa
3.4	Virginica
2.7	Setosa
1.5	Versicolor
0.7	Setosa
4.9	Setosa
4.3	Versicolor
4.1	Versicolor
2.5	Versicolor
2.8	Virginica
1.0	Versicolor
3.3	Virginica
2.2	Setosa
5.2	Versicolor
1.2	Setosa
5.7	Versicolor
2.4	Virginica
2.0	Versicolor
5.3	Virginica
4.2	Setosa
5.3	Virginica
3.7	Versicolor
2.3	Setosa
3.7	Setosa
5.8	Virginica
1.6	Setosa
0.6	Setosa
1.4	Setosa
5.8	Virginica
4.3	Virginica
0.9	Setosa
3.6	Virginica
3.5	Versicolor
0.9	Setosa
6.0	Virginica
4.2	Virginica
6.6	Virginica
2.6	Versicolor
1.9	Versicolor
3.4	Virginica
3.8	Setosa
1.2	Setosa
4.7	Virginica
5.0	Virginica
1.2	Setosa
1.3	Versicolor
3.9	Setosa
2.4	Virginica
1.5	Versicolor
1.5	Versicolor
1.2	Setosa
