petal.length	variety
3.4	Setosa
6.3	Versicolor
6.5	Virginica
8.6	Virginica
5.5	Versicolor
5.0	Setosa
8.4	Virginica
9.5	Virginica
5.9	Virginica
9.0	Virginica
7.0	Virginica
6.2	Versicolor
5.0	Versicolor
7.3	Versicolor
5.3	Virginica
5.4	Virginica
9.8	Virginica
6.7	Versicolor
7.6	Virginica
1.6	Setosa
5.6	Setosa
3.4	Setosa
8.9	Versicolor
1.8	Setosa
3.5	Setosa
8.0	Versicolor
7.7	Versicolor
10.2	Virginica
5.4	Versicolor
5.7	Setosa
10.3	Virginica
1.5	Setosa
5.9	Versicolor
7.4	Virginica
3.5	Versicolor
10.4	Virginica
5.8	Versicolor
9.6	Virginica
4.0	Setosa
4.0	Setosa
9.0	Virginica
5.9	Setosa
8.6	Versicolor
2.4	Setosa
7.0	Versicolor
1.9	Setosa
7.5	Virginica
7.7	Versicolor
4.5	Versicolor
9.8	Virginica
8.9	Virginica
7.0	Virginica
6.8	Versicolor
5.9	Setosa
6.8	Versicolor
6.5	Versicolor
7.2	Virginica
5.7	Versicolor
6.7	Versicolor
6.4	Virginica
5.4	Versicolor
7.5	Virginica
5.1	Virginica
1.9	Setosa
1.5	Setosa
3.8	Setosa
4.6	Setosa
10.0	Virginica
1.5	Setosa
8.4	Virginica
8.5	Versicolor
5.0	Versicolor
3.1	Setosa
2.5	Setosa
8.3	Virginica
5.1	Virginica
9.2	Virginica
4.5	Versicolor
7.2	Virginica
5.4	Setosa
5.3	Versicolor
4.5	Versicolor
9.5	Versicolor
8.6	Versicolor
5.6	Versicolor
7.1	Virginica
2.6	Setosa
6.1	Versicolor
4.9	Versicolor
2.2	Setosa
4.8	Setosa
3.4	Setosa
8.1	Versicolor
4.0	Versicolor
2.4	Setosa
8.1	Virginica
6.5	Versicolor
6.9	Virginica
9.7	Virginica
8.2	Virginica
4.0	Setosa
2.4	Setosa
5.5	Setosa
5.9	Setosa
5.6	Virginica
