sepal.length	sepal.width	petal.length	variety
8.4	7.1	3.5	Setosa
6.1	3.3	1.7	Setosa
5.8	4.6	4.6	Setosa
11.2	3.1	7.4	Versicolor
5.0	7.9	4.1	Setosa
9.8	4.7	7.6	Versicolor
6.6	5.7	5.2	Versicolor
6.6	5.5	8.6	Versicolor
5.5	5.5	1.3	Setosa
6.4	6.5	5.4	Setosa
7.8	2.7	6.9	Versicolor
7.7	3.3	7.0	Versicolor
7.7	7.3	8.2	Virginica
5.6	5.7	2.9	Setosa
5.9	6.0	6.5	Virginica
8.4	5.5	6.1	Virginica
10.4	3.8	7.6	Virginica
8.5	3.0	2.6	Setosa
7.0	6.0	4.3	Setosa
11.7	4.1	11.4	Virginica
6.4	6.1	2.4	Setosa
6.3	5.9	1.6	Setosa
9.5	7.2	5.6	Versicolor
10.2	3.8	5.6	Versicolor
10.8	4.8	7.8	Versicolor
5.9	7.0	8.2	Versicolor
7.2	4.1	8.7	Versicolor
10.8	5.9	10.1	Virginica
6.6	7.5	7.0	Versicolor
10.2	7.0	5.2	Versicolor
6.1	8.0	5.4	Setosa
9.0	6.4	5.7	Versicolor
6.1	4.4	3.0	Setosa
10.3	2.8	8.1	Virginica
8.2	3.5	5.2	Virginica
9.4	4.2	8.8	Virginica
7.0	6.9	4.3	Versicolor
6.2	6.9	2.0	Setosa
7.9	6.4	7.8	Versicolor
9.1	4.5	9.4	Virginica
7.4	6.2	7.2	Virginica
7.4	6.7	1.8	Setosa
9.6	2.5	4.4	Versicolor
9.7	4.8	4.2	Setosa
5.9	8.4	5.3	Setosa
10.2	4.1	5.5	Versicolor
9.9	5.3	7.6	Virginica
10.2	7.6	5.6	Virginica
10.3	6.2	6.9	Virginica
8.7	4.0	10.3	Virginica
5.1	7.8	5.5	Setosa
9.0	4.7	5.1	Virginica
6.3	6.8	7.9	Versicolor
11.0	4.7	7.7	Versicolor
8.5	6.0	4.0	Versicolor
10.3	6.9	10.8	Virginica
6.3	4.8	6.2	Versicolor
6.7	5.4	6.3	Versicolor
9.0	5.5	3.5	Versicolor
7.6	6.0	10.4	Virginica
7.7	5.7	1.6	Setosa
5.0	8.0	2.6	Setosa
9.9	6.6	9.4	Versicolor
10.6	3.3	9.2	Versicolor
9.0	4.0	7.3	Virginica
9.0	5.8	6.0	Versicolor
8.6	6.0	6.9	Versicolor
7.0	4.3	7.3	Versicolor
9.9	6.5	5.5	Versicolor
8.4	3.8	7.4	Virginica
8.6	3.3	6.9	Virginica
5.7	6.4	2.4	Setosa
7.9	4.9	2.7	Setosa
8.1	3.9	7.6	Versicolor
8.0	4.6	4.4	Setosa
4.8	7.0	2.1	Setosa
10.2	4.2	10.0	Virginica
8.7	3.8	7.8	Virginica
7.3	4.5	5.2	Setosa
7.9	7.4	4.5	Setosa
8.5	3.3	6.1	Versicolor
6.9	7.1	7.6	Virginica
8.6	7.1	3.0	Setosa
9.8	6.5	6.5	Virginica
8.8	5.6	7.5	Versicolor
7.1	7.4	4.6	Versicolor
6.0	2.8	5.8	Setosa
9.9	6.2	9.3	Versicolor
7.4	3.3	8.1	Virginica
9.2	3.0	8.5	Versicolor
6.9	5.2	3.5	Setosa
7.6	5.5	4.9	Setosa
7.4	5.4	2.4	Setosa
7.7	7.3	6.7	Virginica
7.2	7.1	6.6	Virginica
6.9	3.1	2.0	Setosa
7.9	3.2	9.0	Versicolor
5.6	4.6	5.5	Setosa
10.0	6.9	8.0	Versicolor
9.8	5.2	3.5	Setosa
8.8	5.8	5.6	Virginica
6.7	5.2	6.4	Versicolor
6.9	7.1	5.5	Virginica
6.8	4.7	7.6	Virginica
10.8	5.4	8.1	Virginica
