sepal.width	petal.length	variety
5.0	5.9	Setosa
7.2	9.3	Virginica
3.3	6.2	Versicolor
7.2	7.0	Virginica
4.1	6.0	Versicolor
3.6	8.4	Versicolor
6.6	8.7	Versicolor
4.8	6.4	Virginica
3.5	9.4	Versicolor
3.1	2.5	Setosa
4.9	6.7	Versicolor
3.6	5.5	Setosa
6.4	5.1	Versicolor
6.9	1.9	Setosa
6.5	6.2	Versicolor
2.3	4.8	Versicolor
4.8	8.3	Virginica
3.0	1.6	Setosa
3.0	5.9	Setosa
7.3	5.0	Versicolor
5.4	6.0	Setosa
6.4	4.8	Versicolor
6.3	6.5	Versicolor
6.9	3.3	Versicolor
6.8	9.2	Versicolor
7.9	5.4	Setosa
6.0	2.3	Setosa
6.4	4.4	Setosa
3.2	5.6	Versicolor
3.1	7.6	Virginica
6.1	1.6	Setosa
8.0	3.9	Setosa
7.5	6.1	Versicolor
3.5	8.9	Versicolor
4.1	5.9	Versicolor
5.4	10.3	Virginica
4.8	7.1	Versicolor
5.0	7.3	Virginica
4.9	8.0	Versicolor
4.0	4.7	Versicolor
5.3	9.1	Virginica
5.3	2.5	Setosa
5.4	3.2	Setosa
4.3	4.2	Setosa
5.0	3.0	Versicolor
6.0	7.6	Virginica
5.6	9.1	Virginica
6.5	5.9	Setosa
7.0	3.1	Setosa
4.4	6.3	Versicolor
7.7	6.9	Virginica
4.0	7.0	Virginica
4.5	5.0	Versicolor
6.4	6.6	Versicolor
5.2	3.6	Setosa
6.0	7.1	Virginica
4.0	3.3	Setosa
3.7	4.9	Versicolor
3.9	8.6	Virginica
3.9	3.6	Setosa
5.8	5.6	Setosa
4.7	9.2	Versicolor
5.1	8.0	Versicolor
5.1	8.4	Virginica
7.4	2.5	Setosa
5.9	2.0	Setosa
5.9	3.0	Setosa
6.5	7.6	Versicolor
3.2	5.9	Setosa
3.7	9.8	Virginica
7.0	6.5	Versicolor
5.3	5.2	Setosa
7.4	6.2	Versicolor
5.7	4.0	Versicolor
5.7	8.6	Virginica
3.4	3.2	Setosa
2.8	5.6	Virginica
6.0	7.3	Virginica
5.8	8.7	Virginica
5.9	8.9	Virginica
7.6	7.1	Virginica
5.6	5.9	Versicolor
2.7	9.0	Virginica
7.7	4.8	Setosa
4.5	4.3	Setosa
7.0	8.8	Virginica
7.3	8.5	Virginica
6.5	7.5	Virginica
6.7	6.9	Virginica
5.1	4.4	Setosa
7.0	3.1	Setosa
8.0	1.7	Setosa
7.0	5.9	Virginica
5.9	2.9	Setosa
6.5	5.9	Virginica
6.5	3.9	Setosa
5.3	4.5	Versicolor
5.7	4.5	Versicolor
5.3	7.6	Versicolor
6.7	8.8	Versicolor
7.1	7.4	Virginica
6.3	8.9	Versicolor
6.4	5.5	Versicolor
5.2	5.2	Setosa
7.0	7.4	Versicolor
