sepal.length	variety
10.9	Virginica
7.3	Setosa
11.7	Virginica
9.2	Versicolor
8.2	Versicolor
9.2	Setosa
6.7	Versicolor
10.3	Virginica
7.1	Virginica
9.4	Setosa
10.0	Versicolor
4.9	Setosa
6.0	Setosa
8.8	Versicolor
6.5	Versicolor
8.6	Setosa
11.3	Virginica
7.4	Setosa
6.7	Setosa
10.9	Virginica
10.7	Virginica
6.5	Setosa
11.0	Virginica
6.1	Setosa
9.4	Virginica
8.5	Versicolor
7.1	Versicolor
10.0	Virginica
8.1	Versicolor
9.9	Virginica
6.5	Virginica
5.3	Setosa
6.8	Setosa
10.7	Virginica
5.8	Setosa
8.4	Versicolor
9.4	Virginica
10.2	Versicolor
9.6	Virginica
9.6	Virginica
8.7	Virginica
7.8	Virginica
7.8	Versicolor
9.0	Setosa
10.1	Virginica
10.4	Virginica
8.2	Virginica
7.7	Virginica
10.5	Virginica
10.7	Virginica
5.4	Setosa
7.0	Versicolor
8.4	Virginica
8.5	Setosa
7.6	Versicolor
5.8	Versicolor
10.7	Virginica
5.9	Setosa
6.1	Versicolor
9.1	Setosa
6.6	Versicolor
9.2	Versicolor
8.2	Virginica
6.1	Setosa
9.2	Virginica
5.4	Setosa
9.9	Versicolor
10.3	Versicolor
10.6	Versicolor
6.4	Versicolor
10.2	Virginica
9.9	Virginica
7.2	Virginica
6.8	Setosa
6.3	Versicolor
5.6	Setosa
9.6	Versicolor
8.4	Setosa
8.4	Virginica
9.4	Setosa
7.0	Versicolor
5.4	Versicolor
8.7	Virginica
10.5	Virginica
6.0	Setosa
6.7	Setosa
6.2	Versicolor
8.0	Setosa
7.7	Setosa
7.3	Virginica
7.4	Versicolor
6.8	Setosa
9.6	Versicolor
5.1	Setosa
8.6	Setosa
5.9	Setosa
6.9	Virginica
9.5	Versicolor
8.4	Setosa
11.2	Versicolor
6.5	Versicolor
7.0	Setosa
8.2	Versicolor
8.5	Versicolor
4.8	Setosa
