sepal.width	variety
5.2	Virginica
5.0	Setosa
3.0	Virginica
3.7	Setosa
8.3	Virginica
6.5	Virginica
7.5	Setosa
4.5	Versicolor
4.8	Setosa
7.9	Setosa
4.2	Virginica
3.4	Versicolor
5.0	Virginica
7.6	Versicolor
6.5	Versicolor
6.1	Virginica
7.3	Versicolor
5.4	Versicolor
5.6	Setosa
7.4	Setosa
6.5	Virginica
4.6	Setosa
5.7	Versicolor
4.4	Virginica
7.3	Versicolor
5.7	Setosa
3.5	Virginica
6.5	Versicolor
3.6	Virginica
4.6	Setosa
6.0	Versicolor
5.6	Virginica
6.1	Virginica
3.2	Virginica
3.2	Virginica
6.4	Setosa
4.4	Setosa
6.5	Versicolor
3.4	Setosa
3.8	Setosa
3.0	Versicolor
6.4	Setosa
3.3	Setosa
3.7	Virginica
7.2	Virginica
7.5	Setosa
7.4	Setosa
5.3	Virginica
3.7	Virginica
7.2	Setosa
3.3	Setosa
5.3	Virginica
6.5	Virginica
6.3	Versicolor
6.2	Setosa
6.6	Setosa
7.0	Setosa
7.8	Virginica
4.0	Setosa
5.8	Versicolor
5.8	Versicolor
4.6	Versicolor
3.9	Versicolor
6.9	Setosa
4.6	Versicolor
6.5	Versicolor
5.5	Virginica
4.2	Versicolor
7.3	Versicolor
3.8	Virginica
6.9	Virginica
3.6	Setosa
3.9	Versicolor
6.3	Virginica
6.7	Setosa
7.3	Setosa
7.0	Versicolor
6.6	Virginica
5.0	Setosa
6.5	Setosa
2.5	Versicolor
6.3	Setosa
4.0	Setosa
4.5	Setosa
6.0	Versicolor
5.0	Virginica
2.9	Versicolor
7.3	Versicolor
3.7	Versicolor
5.7	Setosa
8.1	Setosa
7.5	Setosa
7.0	Versicolor
7.1	Virginica
5.9	Versicolor
3.1	Versicolor
6.9	Setosa
4.3	Virginica
7.2	Versicolor
4.2	Setosa
3.0	Setosa
6.5	Setosa
6.5	Virginica
6.9	Versicolor
3.8	Virginica
