sepal.length	sepal.width	petal.length	variety
9.0	7.7	3.9	Setosa
8.6	3.1	4.0	Setosa
10.2	2.5	8.3	Virginica
8.0	5.8	6.3	Versicolor
7.4	5.5	4.5	Versicolor
6.7	7.9	8.4	Virginica
10.9	4.8	5.6	Virginica
8.6	3.5	5.6	Versicolor
6.6	5.0	2.9	Setosa
6.9	5.4	4.2	Setosa
8.6	6.8	2.0	Setosa
6.5	5.3	5.0	Versicolor
5.5	3.6	6.4	Versicolor
7.8	4.1	8.0	Versicolor
6.4	5.6	6.0	Setosa
8.2	6.0	6.1	Virginica
10.4	3.1	5.4	Virginica
7.0	4.4	9.0	Versicolor
8.3	3.7	1.5	Setosa
8.9	5.5	2.8	Setosa
6.2	4.2	4.8	Setosa
5.9	6.4	5.8	Versicolor
9.0	3.2	7.7	Versicolor
6.8	7.3	7.6	Virginica
6.1	7.5	7.4	Virginica
9.3	5.4	10.3	Virginica
10.2	5.8	2.7	Setosa
5.8	3.2	7.1	Virginica
10.7	7.3	9.3	Virginica
8.1	3.4	8.6	Versicolor
8.4	5.6	6.0	Virginica
6.7	5.3	9.2	Virginica
6.6	4.5	8.9	Versicolor
7.3	4.2	9.4	Virginica
7.1	7.4	6.6	Versicolor
9.7	3.3	4.6	Versicolor
9.9	6.9	4.3	Versicolor
7.0	7.4	8.0	Versicolor
7.9	5.0	5.1	Virginica
8.9	7.3	7.1	Virginica
6.9	6.0	4.2	Versicolor
7.0	4.4	5.6	Setosa
6.3	4.0	9.0	Virginica
4.9	3.6	4.5	Setosa
7.9	5.2	8.3	Virginica
7.0	3.8	5.9	Setosa
9.6	5.9	2.0	Setosa
5.8	6.7	5.9	Versicolor
9.2	4.3	6.0	Versicolor
9.5	7.5	6.2	Virginica
6.3	6.1	4.1	Setosa
9.4	5.5	9.0	Virginica
10.2	3.0	6.7	Virginica
8.9	4.7	1.5	Setosa
8.8	5.5	4.2	Setosa
8.1	6.3	5.4	Setosa
9.5	3.4	6.3	Versicolor
9.8	3.3	8.9	Versicolor
11.2	7.6	9.1	Virginica
10.0	4.9	8.2	Versicolor
5.3	5.0	1.4	Setosa
7.0	3.5	5.3	Setosa
8.9	7.4	3.3	Setosa
8.1	4.6	8.6	Virginica
8.2	3.8	9.7	Virginica
5.0	7.1	4.4	Setosa
5.1	4.1	3.5	Setosa
8.5	7.0	1.8	Setosa
9.9	3.4	3.5	Setosa
6.5	3.7	6.5	Virginica
5.6	3.0	4.4	Versicolor
5.8	5.3	9.1	Virginica
7.4	3.4	4.2	Setosa
8.6	5.3	3.6	Setosa
7.0	3.5	3.5	Versicolor
9.7	2.7	5.5	Versicolor
8.0	3.0	8.0	Versicolor
9.6	4.5	6.9	Virginica
7.3	4.3	9.3	Versicolor
8.7	4.6	8.4	Versicolor
6.1	7.2	6.7	Versicolor
8.5	4.7	8.6	Versicolor
7.1	5.9	3.9	Setosa
5.8	6.2	8.6	Versicolor
10.7	3.9	8.8	Versicolor
8.8	6.0	10.0	Virginica
6.2	5.5	8.5	Virginica
9.0	4.8	1.8	Setosa
6.7	3.0	7.0	Versicolor
7.4	3.2	10.2	Virginica
9.0	2.2	7.5	Versicolor
11.7	4.0	6.3	Virginica
6.6	6.9	9.2	Versicolor
10.9	2.8	10.1	Virginica
7.7	6.7	6.9	Versicolor
8.2	4.9	8.2	Versicolor
7.5	5.7	4.2	Setosa
7.4	6.7	5.3	Versicolor
7.9	4.6	9.1	Virginica
7.9	4.2	5.3	Setosa
8.6	3.3	5.9	Virginica
7.1	3.7	4.9	Setosa
6.7	4.0	4.2	Versicolor
8.7	5.9	6.0	Setosa
10.5	6.5	5.8	Virginica
