petal.length	petal.width	variety
4.6	4.8	Versicolor
5.5	4.7	Setosa
2.9	0.7	Setosa
6.4	5.5	Versicolor
9.1	2.1	Virginica
4.9	3.5	Versicolor
7.8	2.6	Virginica
6.2	4.3	Virginica
7.2	2.5	Versicolor
5.5	3.5	Versicolor
8.0	2.8	Versicolor
1.9	1.7	Setosa
6.2	0.8	Setosa
6.7	3.5	Virginica
5.4	3.7	Setosa
6.7	5.7	Versicolor
6.4	3.4	Versicolor
1.9	1.2	Setosa
8.3	5.2	Virginica
5.6	3.9	Virginica
7.8	4.1	Versicolor
6.1	5.1	Setosa
5.4	4.9	Setosa
7.0	3.1	Virginica
4.5	5.8	Versicolor
8.1	3.4	Virginica
1.3	1.4	Setosa
1.5	4.7	Setosa
4.4	2.2	Setosa
9.1	3.3	Virginica
8.2	3.5	Versicolor
4.9	3.3	Virginica
1.6	0.2	Setosa
6.1	2.8	Virginica
8.4	2.6	Versicolor
9.7	3.0	Virginica
9.1	4.9	Virginica
3.6	0.7	Setosa
7.0	3.0	Versicolor
6.8	4.3	Versicolor
6.3	2.9	Versicolor
9.5	3.3	Virginica
1.5	3.7	Setosa
9.3	4.4	Virginica
5.1	3.6	Versicolor
6.7	4.3	Versicolor
6.0	2.6	Versicolor
5.1	5.5	Versicolor
4.0	1.2	Versicolor
1.3	1.3	Setosa
3.2	2.2	Setosa
5.2	6.1	Versicolor
5.5	5.5	Versicolor
8.9	5.4	Versicolor
7.4	2.8	Virginica
2.9	1.2	Setosa
6.5	4.8	Virginica
8.1	4.3	Virginica
1.5	1.2	Setosa
8.5	4.4	Virginica
7.1	6.5	Virginica
5.0	5.5	Versicolor
3.0	1.2	Setosa
6.6	4.4	Virginica
7.8	5.0	Versicolor
5.5	1.0	Versicolor
3.2	2.2	Setosa
5.6	1.9	Virginica
2.7	2.5	Setosa
6.1	5.4	Virginica
5.0	6.0	Versicolor
5.4	1.2	Setosa
5.6	2.9	Versicolor
7.6	2.3	Versicolor
2.9	1.7	Setosa
8.6	4.7	Virginica
1.4	1.3	Setosa
3.3	5.0	Versicolor
5.0	1.4	Setosa
10.6	3.3	Virginica
1.6	0.2	Setosa
4.1	1.9	Setosa
5.8	2.3	Versicolor
6.0	3.2	Setosa
1.8	0.7	Setosa
8.0	5.0	Virginica
7.0	5.6	Versicolor
5.4	3.2	Versicolor
1.3	1.7	Setosa
6.5	5.2	Versicolor
6.7	2.3	Versicolor
2.3	1.7	Setosa
4.1	0.6	Setosa
8.2	4.8	Virginica
6.1	5.0	Versicolor
8.9	5.2	Versicolor
6.5	4.0	Versicolor
6.2	1.4	Versicolor
4.0	5.0	Versicolor
5.8	6.3	Virginica
8.8	3.3	Virginica
4.5	0.3	Setosa
6.2	2.2	Versicolor
7.9	5.5	Virginica
2.1	3.7	Setosa
