sepal.width	petal.length	variety
2.7	5.0	Virginica
3.6	5.5	Setosa
4.7	8.3	Virginica
6.8	8.7	Versicolor
6.2	8.7	Versicolor
4.5	9.7	Virginica
6.2	1.4	Setosa
4.2	7.1	Virginica
4.0	8.2	Virginica
7.5	8.3	Virginica
4.4	1.7	Setosa
4.0	6.9	Versicolor
4.4	5.4	Setosa
3.4	2.4	Setosa
6.4	2.5	Setosa
7.1	7.1	Virginica
6.1	9.4	Virginica
6.0	6.1	Versicolor
3.9	5.0	Versicolor
7.2	2.3	Setosa
3.5	8.7	Versicolor
4.2	7.7	Virginica
5.5	6.8	Virginica
5.5	7.6	Versicolor
6.3	6.1	Versicolor
6.8	6.8	Virginica
3.0	6.5	Virginica
6.8	3.2	Setosa
4.1	11.4	Virginica
4.4	4.6	Setosa
5.6	8.4	Versicolor
5.6	9.6	Virginica
6.1	7.1	Virginica
2.6	6.0	Versicolor
5.4	6.6	Virginica
4.1	6.0	Versicolor
7.4	4.3	Versicolor
6.3	8.5	Versicolor
7.0	1.7	Setosa
8.0	3.6	Setosa
7.2	4.9	Versicolor
6.8	5.0	Versicolor
7.0	9.3	Virginica
4.5	8.4	Versicolor
5.1	5.6	Setosa
7.3	7.1	Virginica
6.2	5.1	Versicolor
6.9	6.0	Setosa
3.0	3.9	Setosa
3.2	4.9	Virginica
5.5	9.5	Virginica
4.2	7.5	Virginica
7.7	2.5	Setosa
2.8	6.6	Virginica
7.1	4.4	Setosa
3.8	7.1	Virginica
3.4	4.2	Versicolor
4.5	2.1	Setosa
7.2	8.6	Virginica
5.8	9.3	Versicolor
3.8	5.4	Setosa
6.9	3.3	Versicolor
7.5	5.6	Virginica
7.3	6.9	Virginica
4.0	2.4	Setosa
5.7	2.6	Setosa
5.7	8.2	Versicolor
4.3	6.9	Virginica
4.1	2.0	Setosa
3.5	10.1	Virginica
3.3	7.1	Versicolor
5.8	9.2	Virginica
4.5	9.4	Virginica
5.3	10.1	Virginica
3.5	8.5	Versicolor
4.2	4.4	Setosa
5.3	6.7	Virginica
6.7	6.5	Versicolor
6.9	4.0	Setosa
4.5	8.4	Versicolor
7.3	7.6	Virginica
2.9	7.2	Versicolor
5.4	4.1	Versicolor
6.8	4.0	Setosa
5.5	7.0	Versicolor
5.5	6.5	Versicolor
3.7	5.0	Setosa
4.5	5.8	Setosa
6.7	7.5	Versicolor
6.5	6.0	Virginica
4.8	8.0	Virginica
4.4	6.1	Virginica
5.0	6.0	Versicolor
7.5	7.2	Versicolor
8.3	3.6	Setosa
4.3	9.2	Virginica
8.1	2.5	Setosa
5.0	3.8	Setosa
4.9	6.2	Setosa
5.9	5.8	Versicolor
4.0	6.3	Virginica
7.1	7.6	Virginica
4.2	6.8	Virginica
7.5	2.5	Setosa
3.7	9.9	Virginica
