petal.length	variety
5.5	Setosa
8.2	Versicolor
8.4	Versicolor
7.0	Versicolor
6.6	Versicolor
5.7	Virginica
9.3	Virginica
8.1	Virginica
8.9	Versicolor
5.4	Versicolor
6.2	Versicolor
7.5	Virginica
2.6	Setosa
4.1	Versicolor
3.0	Setosa
4.2	Versicolor
7.0	Versicolor
2.4	Setosa
9.2	Virginica
1.7	Setosa
9.8	Virginica
6.1	Setosa
2.4	Setosa
3.5	Versicolor
6.2	Versicolor
4.7	Versicolor
6.1	Virginica
5.1	Virginica
4.2	Setosa
3.9	Setosa
1.5	Setosa
3.4	Setosa
1.3	Setosa
2.2	Setosa
5.6	Versicolor
5.5	Versicolor
6.3	Virginica
5.7	Setosa
4.0	Setosa
6.5	Versicolor
9.8	Virginica
6.1	Setosa
5.9	Virginica
4.4	Setosa
3.1	Setosa
7.8	Virginica
6.0	Versicolor
7.4	Virginica
5.5	Virginica
5.7	Virginica
8.0	Virginica
4.4	Setosa
7.5	Versicolor
6.0	Virginica
8.9	Versicolor
5.9	Setosa
8.1	Virginica
5.8	Setosa
9.4	Virginica
6.0	Versicolor
3.2	Setosa
6.0	Virginica
9.4	Virginica
5.6	Virginica
7.2	Versicolor
5.6	Virginica
8.0	Versicolor
6.1	Virginica
9.6	Virginica
7.5	Versicolor
3.5	Versicolor
6.5	Versicolor
9.1	Versicolor
5.0	Versicolor
8.0	Virginica
1.0	Setosa
9.2	Virginica
2.6	Setosa
2.5	Setosa
9.4	Virginica
1.4	Setosa
6.1	Setosa
4.0	Setosa
5.9	Versicolor
6.0	Virginica
9.6	Virginica
5.8	Virginica
7.4	Versicolor
7.1	Virginica
1.5	Setosa
8.4	Versicolor
6.5	Versicolor
9.1	Versicolor
7.1	Virginica
2.3	Setosa
5.7	Virginica
6.8	Versicolor
3.4	Setosa
5.3	Setosa
1.7	Setosa
7.7	Virginica
5.0	Setosa
10.4	Virginica
8.9	Virginica
7.1	Versicolor
