sepal.width	variety
5.6	Versicolor
4.8	Setosa
5.1	Virginica
4.5	Versicolor
7.1	Setosa
7.7	Versicolor
4.8	Versicolor
5.8	Virginica
5.7	Versicolor
4.1	Versicolor
4.3	Virginica
7.8	Setosa
3.7	Setosa
5.0	Versicolor
3.9	Setosa
3.2	Versicolor
3.4	Virginica
7.5	Virginica
7.5	Virginica
4.0	Versicolor
4.5	Setosa
4.1	Virginica
7.4	Versicolor
6.2	Versicolor
7.1	Virginica
3.9	Setosa
3.5	Setosa
4.0	Versicolor
7.5	Versicolor
4.0	Virginica
3.7	Virginica
2.7	Virginica
5.0	Virginica
6.0	Virginica
7.7	Virginica
6.5	Versicolor
5.8	Setosa
5.4	Virginica
6.3	Setosa
5.1	Versicolor
5.2	Setosa
5.5	Setosa
5.8	Setosa
7.3	Virginica
2.4	Versicolor
7.5	Virginica
4.1	Versicolor
3.8	Virginica
7.3	Virginica
6.2	Setosa
6.7	Versicolor
5.3	Versicolor
6.8	Versicolor
8.3	Setosa
5.0	Setosa
4.5	Setosa
6.5	Versicolor
7.7	Virginica
3.6	Setosa
3.4	Setosa
5.5	Setosa
6.7	Versicolor
5.2	Virginica
5.5	Versicolor
6.8	Setosa
4.4	Setosa
6.3	Versicolor
6.7	Virginica
6.4	Setosa
4.4	Virginica
5.7	Virginica
7.3	Virginica
3.0	Versicolor
3.9	Setosa
5.5	Versicolor
2.9	Versicolor
4.8	Virginica
7.9	Setosa
7.4	Versicolor
3.6	Versicolor
4.1	Virginica
4.4	Setosa
6.7	Versicolor
6.0	Virginica
5.6	Setosa
8.4	Setosa
2.9	Versicolor
7.0	Virginica
4.5	Setosa
3.5	Setosa
7.3	Virginica
6.5	Virginica
3.3	Virginica
3.2	Setosa
4.5	Virginica
5.5	Setosa
3.8	Virginica
6.2	Setosa
6.1	Virginica
5.7	Virginica
4.0	Setosa
6.0	Virginica
2.5	Virginica
4.4	Versicolor
2.3	Versicolor
