sepal.width	variety
4.0	Virginica
7.3	Virginica
4.5	Versicolor
3.7	Virginica
7.1	Versicolor
6.2	Virginica
7.0	Virginica
3.5	Virginica
7.6	Setosa
4.4	Setosa
2.9	Setosa
6.7	Versicolor
3.7	Versicolor
6.2	Virginica
3.6	Virginica
5.0	Setosa
4.3	Setosa
6.1	Virginica
4.5	Versicolor
3.5	Versicolor
5.9	Versicolor
6.8	Virginica
5.0	Setosa
4.5	Versicolor
5.8	Versicolor
7.4	Versicolor
6.6	Versicolor
7.2	Virginica
4.9	Setosa
4.4	Setosa
3.8	Virginica
6.4	Virginica
7.4	Setosa
5.5	Setosa
4.3	Setosa
4.3	Virginica
6.8	Virginica
7.6	Versicolor
4.5	Virginica
6.3	Versicolor
3.7	Setosa
5.0	Setosa
4.0	Versicolor
4.2	Setosa
4.7	Versicolor
6.4	Setosa
6.5	Virginica
4.7	Setosa
4.7	Virginica
4.7	Versicolor
6.7	Versicolor
6.3	Versicolor
4.6	Virginica
3.3	Versicolor
3.6	Setosa
3.8	Virginica
5.9	Setosa
8.0	Setosa
4.3	Setosa
4.4	Versicolor
4.3	Virginica
4.6	Versicolor
7.2	Versicolor
5.0	Virginica
5.9	Virginica
5.6	Versicolor
4.5	Setosa
7.4	Versicolor
5.3	Versicolor
6.0	Setosa
7.4	Virginica
7.3	Setosa
4.0	Versicolor
5.3	Virginica
6.5	Setosa
5.6	Virginica
2.8	Versicolor
6.5	Versicolor
4.5	Virginica
4.6	Virginica
5.4	Setosa
4.7	Virginica
8.3	Setosa
3.2	Versicolor
4.9	Virginica
6.8	Virginica
3.4	Setosa
2.5	Virginica
7.0	Setosa
5.7	Setosa
7.1	Versicolor
3.3	Versicolor
7.4	Versicolor
8.1	Setosa
5.9	Setosa
4.5	Virginica
2.2	Virginica
3.3	Virginica
4.1	Setosa
4.5	Setosa
7.5	Virginica
5.5	Virginica
3.5	Versicolor
3.6	Virginica
3.1	Setosa
