sepal.length	variety
6.3	Virginica
10.3	Virginica
8.1	Versicolor
9.1	Versicolor
6.6	Versicolor
4.8	Setosa
8.2	Virginica
7.6	Virginica
8.8	Virginica
5.8	Setosa
7.4	Virginica
10.0	Virginica
7.5	Versicolor
9.0	Virginica
8.9	Virginica
7.1	Setosa
9.1	Versicolor
10.1	Versicolor
9.2	Setosa
6.3	Setosa
8.7	Versicolor
10.9	Virginica
10.2	Virginica
4.9	Setosa
8.2	Setosa
8.2	Virginica
8.7	Virginica
9.6	Setosa
8.3	Setosa
7.2	Virginica
11.2	Virginica
8.5	Versicolor
5.1	Setosa
9.0	Setosa
5.1	Setosa
8.5	Setosa
5.7	Setosa
8.2	Virginica
10.5	Versicolor
10.8	Versicolor
6.8	Setosa
5.5	Versicolor
6.1	Versicolor
6.2	Setosa
7.4	Versicolor
6.5	Versicolor
7.7	Virginica
8.7	Setosa
8.8	Virginica
5.9	Setosa
10.2	Virginica
7.6	Setosa
7.7	Versicolor
8.9	Virginica
9.8	Versicolor
9.4	Virginica
4.9	Setosa
8.4	Virginica
7.1	Versicolor
9.4	Virginica
8.9	Versicolor
9.1	Setosa
8.8	Virginica
10.5	Virginica
6.0	Versicolor
8.3	Setosa
6.7	Virginica
6.9	Setosa
5.0	Setosa
8.7	Setosa
7.8	Setosa
8.9	Setosa
6.3	Versicolor
5.9	Versicolor
9.7	Versicolor
7.0	Setosa
7.9	Virginica
5.4	Setosa
8.0	Versicolor
10.6	Virginica
5.5	Setosa
9.0	Versicolor
6.0	Versicolor
5.7	Versicolor
9.2	Setosa
8.2	Versicolor
9.6	Versicolor
6.8	Versicolor
12.1	Virginica
8.6	Setosa
9.9	Versicolor
7.1	Versicolor
8.7	Versicolor
6.9	Versicolor
7.8	Versicolor
6.4	Setosa
8.1	Versicolor
7.9	Setosa
9.4	Versicolor
9.0	Versicolor
8.5	Setosa
10.7	Virginica
8.2	Virginica
7.3	Virginica
8.4	Virginica
