petal.length	variety
8.9	Virginica
9.7	Virginica
8.1	Virginica
8.1	Virginica
4.7	Versicolor
5.1	Virginica
7.6	Versicolor
8.2	Virginica
8.0	Virginica
4.9	Versicolor
3.8	Setosa
8.8	Virginica
8.1	Versicolor
7.2	Versicolor
5.7	Setosa
7.4	Virginica
8.2	Versicolor
7.4	Versicolor
7.9	Versicolor
5.0	Virginica
7.6	Virginica
10.4	Virginica
3.9	Setosa
6.1	Setosa
5.1	Setosa
8.8	Virginica
6.2	Versicolor
2.0	Setosa
8.7	Virginica
6.9	Versicolor
5.7	Versicolor
3.2	Setosa
3.9	Setosa
3.0	Setosa
6.3	Versicolor
1.3	Setosa
7.3	Virginica
5.7	Setosa
9.3	Virginica
5.0	Virginica
4.3	Versicolor
3.7	Setosa
9.6	Virginica
3.8	Setosa
5.5	Setosa
1.4	Setosa
6.7	Virginica
6.0	Versicolor
5.0	Setosa
8.7	Virginica
5.5	Setosa
4.8	Setosa
8.5	Versicolor
4.9	Versicolor
5.3	Setosa
1.4	Setosa
9.3	Virginica
7.5	Virginica
7.8	Virginica
5.5	Setosa
7.1	Versicolor
1.9	Setosa
7.5	Versicolor
9.0	Versicolor
8.6	Versicolor
6.1	Virginica
6.8	Versicolor
7.2	Virginica
9.0	Versicolor
3.4	Setosa
5.5	Versicolor
1.9	Setosa
7.6	Virginica
9.6	Virginica
6.1	Virginica
8.7	Versicolor
5.7	Setosa
10.4	Virginica
7.6	Versicolor
9.4	Virginica
7.5	Virginica
4.5	Setosa
3.6	Setosa
5.5	Setosa
8.1	Virginica
6.0	Setosa
7.2	Versicolor
5.6	Setosa
3.0	Setosa
4.8	Versicolor
5.1	Virginica
6.0	Versicolor
6.4	Versicolor
8.0	Versicolor
4.5	Virginica
7.6	Versicolor
4.9	Virginica
7.2	Versicolor
7.9	Virginica
5.2	Versicolor
8.5	Virginica
7.5	Versicolor
1.6	Setosa
10.1	Virginica
7.1	Virginica
