sepal.length	sepal.width	variety
8.8	7.3	Versicolor
7.6	5.2	Versicolor
7.5	2.8	Setosa
7.6	2.8	Virginica
10.2	5.2	Versicolor
7.3	5.3	Virginica
5.4	5.9	Setosa
10.3	5.3	Versicolor
8.6	7.8	Setosa
6.9	6.6	Setosa
8.7	4.8	Virginica
7.7	3.8	Setosa
7.4	5.7	Virginica
8.1	6.0	Virginica
7.5	3.5	Setosa
4.9	7.4	Setosa
10.7	3.8	Virginica
9.4	4.6	Setosa
6.6	7.8	Setosa
7.1	7.4	Setosa
4.7	4.7	Setosa
7.7	3.4	Versicolor
8.7	4.5	Virginica
10.9	3.3	Virginica
6.1	5.0	Versicolor
8.1	6.5	Setosa
11.7	5.0	Virginica
7.5	5.7	Versicolor
6.5	4.5	Virginica
8.5	7.3	Setosa
9.6	7.4	Versicolor
6.6	6.1	Setosa
5.4	4.7	Setosa
6.1	6.5	Virginica
6.9	6.1	Virginica
7.0	2.3	Versicolor
11.2	7.0	Virginica
4.9	4.5	Virginica
9.5	4.5	Setosa
8.7	7.5	Versicolor
9.3	6.0	Virginica
7.9	3.2	Versicolor
5.9	3.0	Versicolor
9.3	6.0	Setosa
7.7	6.4	Versicolor
7.7	7.3	Virginica
6.6	6.4	Setosa
7.8	6.2	Virginica
8.9	5.0	Virginica
9.8	5.7	Virginica
8.6	4.0	Versicolor
5.8	3.0	Setosa
8.8	6.6	Versicolor
8.8	7.8	Virginica
5.5	4.4	Versicolor
11.7	6.7	Virginica
6.6	5.8	Versicolor
6.9	6.0	Setosa
9.9	7.7	Versicolor
8.8	3.9	Setosa
9.8	5.7	Virginica
6.1	5.7	Setosa
10.3	5.4	Virginica
6.8	7.5	Setosa
9.2	3.1	Versicolor
6.2	6.6	Setosa
6.9	7.6	Setosa
5.7	4.2	Versicolor
7.1	3.9	Versicolor
8.3	8.2	Setosa
12.4	6.8	Virginica
6.8	4.0	Virginica
7.4	3.3	Virginica
9.6	7.4	Versicolor
8.5	4.7	Setosa
8.2	3.1	Versicolor
7.8	3.8	Versicolor
8.9	7.9	Setosa
6.2	3.9	Setosa
5.3	3.0	Setosa
7.6	6.5	Versicolor
8.5	7.5	Virginica
9.2	6.7	Setosa
7.9	5.0	Versicolor
6.3	6.6	Setosa
6.1	3.1	Setosa
9.4	4.2	Setosa
7.8	5.9	Virginica
10.5	6.5	Virginica
9.1	6.0	Versicolor
10.4	4.1	Virginica
9.5	5.6	Versicolor
11.2	7.8	Virginica
6.3	4.9	Setosa
5.6	3.8	Setosa
6.3	5.7	Virginica
6.0	4.7	Virginica
8.4	3.6	Virginica
7.2	4.6	Versicolor
5.7	6.3	Versicolor
5.7	6.9	Setosa
8.2	2.6	Virginica
7.4	3.2	Virginica
10.3	4.7	Versicolor
7.5	4.5	Setosa
