petal.length	variety
7.6	Versicolor
1.9	Setosa
2.8	Setosa
8.2	Virginica
7.0	Versicolor
9.4	Virginica
8.4	Virginica
6.6	Virginica
7.5	Virginica
8.9	Virginica
6.3	Virginica
6.7	Versicolor
2.1	Setosa
9.1	Virginica
7.1	Virginica
2.9	Setosa
8.5	Virginica
4.9	Versicolor
8.6	Virginica
9.6	Virginica
2.6	Setosa
7.1	Virginica
6.9	Versicolor
3.9	Setosa
7.8	Versicolor
8.2	Versicolor
4.5	Versicolor
5.3	Setosa
4.1	Setosa
4.5	Versicolor
9.1	Versicolor
7.1	Versicolor
6.2	Setosa
6.5	Virginica
4.6	Setosa
7.0	Virginica
4.9	Setosa
2.2	Setosa
1.9	Setosa
5.0	Versicolor
9.8	Virginica
7.4	Versicolor
8.5	Versicolor
1.9	Setosa
7.6	Virginica
5.0	Virginica
4.9	Setosa
9.1	Versicolor
4.9	Versicolor
8.2	Versicolor
5.6	Versicolor
6.0	Setosa
6.5	Versicolor
4.3	Versicolor
10.0	Virginica
1.9	Setosa
9.9	Virginica
5.6	Setosa
5.9	Virginica
4.4	Versicolor
6.9	Virginica
5.5	Setosa
7.0	Versicolor
3.4	Setosa
2.0	Setosa
3.5	Setosa
9.1	Virginica
4.3	Setosa
7.3	Virginica
5.1	Virginica
2.9	Setosa
9.6	Versicolor
5.0	Setosa
6.4	Versicolor
10.3	Virginica
3.0	Setosa
7.3	Virginica
7.0	Versicolor
7.3	Virginica
1.4	Setosa
2.7	Setosa
4.2	Versicolor
9.2	Virginica
10.1	Virginica
7.1	Virginica
7.5	Versicolor
7.2	Versicolor
5.2	Setosa
8.7	Virginica
3.4	Setosa
8.8	Versicolor
7.7	Versicolor
4.7	Versicolor
4.5	Versicolor
7.9	Virginica
5.6	Setosa
5.5	Setosa
1.6	Setosa
8.7	Versicolor
3.5	Setosa
7.1	Virginica
8.7	Versicolor
4.2	Setosa
9.0	Versicolor
9.0	Versicolor
