sepal.width	petal.length	variety
2.7	9.3	Virginica
7.2	6.0	Versicolor
3.6	4.4	Setosa
6.4	6.0	Setosa
3.4	8.7	Versicolor
4.4	6.1	Virginica
2.4	7.2	Versicolor
3.5	9.0	Virginica
4.5	10.1	Virginica
5.1	1.5	Setosa
5.9	5.5	Setosa
7.1	3.5	Setosa
3.7	9.6	Virginica
7.3	9.9	Virginica
6.0	8.6	Virginica
7.8	7.0	Virginica
5.6	9.1	Virginica
5.5	4.4	Setosa
6.9	5.1	Setosa
3.3	5.7	Virginica
5.3	4.5	Setosa
3.7	4.0	Versicolor
4.5	5.1	Setosa
6.8	1.8	Setosa
4.3	7.6	Versicolor
7.3	8.1	Virginica
7.7	3.0	Setosa
3.4	6.9	Virginica
2.9	7.3	Versicolor
6.5	8.4	Versicolor
3.6	5.5	Versicolor
5.4	7.7	Versicolor
4.8	4.9	Versicolor
5.0	3.8	Setosa
5.3	2.9	Setosa
4.2	4.4	Setosa
7.3	9.2	Virginica
5.8	5.7	Setosa
4.3	5.0	Versicolor
4.5	7.1	Versicolor
7.0	4.2	Versicolor
6.8	4.7	Setosa
4.9	1.5	Setosa
7.6	1.6	Setosa
4.5	7.0	Versicolor
4.5	5.5	Versicolor
2.3	5.8	Versicolor
5.2	7.0	Virginica
5.8	4.5	Versicolor
6.4	4.8	Setosa
3.2	6.0	Virginica
7.5	4.3	Setosa
4.0	2.8	Setosa
5.0	5.5	Virginica
7.7	7.2	Virginica
3.9	6.1	Versicolor
5.8	9.7	Virginica
4.0	1.7	Setosa
5.1	3.9	Setosa
7.2	4.1	Setosa
6.0	5.0	Virginica
5.5	5.0	Versicolor
6.6	5.9	Versicolor
8.2	5.5	Setosa
3.1	9.1	Virginica
3.8	5.8	Virginica
5.9	6.3	Virginica
3.1	9.6	Virginica
4.4	4.5	Versicolor
7.0	8.7	Virginica
6.5	1.6	Setosa
7.9	2.5	Setosa
6.7	5.4	Versicolor
4.9	6.1	Virginica
5.5	7.3	Virginica
6.4	1.9	Setosa
3.2	6.5	Versicolor
5.0	7.0	Versicolor
7.7	4.8	Setosa
3.5	6.5	Versicolor
5.1	6.5	Versicolor
4.4	7.6	Versicolor
2.8	4.1	Versicolor
4.4	2.7	Setosa
3.5	5.9	Setosa
3.9	8.3	Versicolor
7.7	6.9	Virginica
3.1	10.0	Virginica
4.3	7.1	Virginica
5.2	8.7	Versicolor
3.3	7.5	Versicolor
4.7	5.9	Versicolor
4.7	5.1	Virginica
6.0	1.4	Setosa
4.6	6.9	Versicolor
7.3	5.8	Versicolor
3.7	4.9	Virginica
4.0	4.0	Setosa
7.4	5.4	Setosa
4.2	6.6	Virginica
3.6	8.9	Virginica
7.4	6.4	Setosa
3.0	7.0	Versicolor
4.0	7.5	Virginica
5.8	5.7	Versicolor
