sepal.width	petal.length	petal.width	variety
7.0	4.5	1.5	Versicolor
6.1	5.4	5.5	Versicolor
6.2	6.0	1.0	Versicolor
5.9	5.9	0.8	Setosa
6.2	3.4	1.2	Setosa
7.2	4.7	0.2	Setosa
8.3	3.1	1.2	Setosa
4.2	4.8	4.8	Versicolor
7.0	8.5	2.3	Virginica
5.6	2.5	1.6	Setosa
4.6	5.6	6.4	Virginica
6.7	3.3	1.7	Setosa
5.4	4.2	2.2	Setosa
3.8	6.2	5.0	Setosa
5.5	9.0	1.7	Versicolor
6.5	8.4	5.1	Virginica
5.7	2.8	4.2	Setosa
5.1	4.0	3.1	Setosa
6.5	5.2	4.2	Versicolor
8.1	2.4	1.1	Setosa
5.3	2.8	0.3	Setosa
5.7	5.6	0.2	Setosa
3.5	8.4	4.8	Virginica
5.2	7.4	4.9	Versicolor
4.5	3.9	0.8	Setosa
7.0	4.0	4.2	Setosa
5.0	5.2	3.2	Setosa
3.6	2.0	3.2	Setosa
7.7	8.5	4.3	Virginica
3.0	3.5	4.5	Versicolor
5.4	9.9	3.8	Virginica
3.5	5.4	3.1	Versicolor
4.1	9.6	4.4	Virginica
5.1	4.7	4.5	Versicolor
3.9	1.5	2.9	Setosa
7.2	8.1	4.0	Virginica
5.0	8.8	6.3	Virginica
3.0	9.3	3.7	Virginica
3.7	9.0	3.5	Versicolor
2.8	6.1	6.6	Virginica
5.5	7.3	5.1	Virginica
4.5	3.5	1.6	Versicolor
5.9	4.0	4.7	Setosa
5.3	5.4	3.2	Setosa
3.4	4.8	4.3	Versicolor
5.7	7.5	1.5	Virginica
4.5	5.8	1.8	Virginica
4.0	1.9	2.3	Setosa
6.0	4.3	1.2	Setosa
3.0	7.5	4.2	Virginica
7.5	9.6	3.8	Virginica
3.8	8.2	4.7	Versicolor
6.8	3.5	4.3	Setosa
5.1	3.4	0.2	Setosa
6.0	7.9	2.9	Versicolor
3.5	5.4	1.5	Versicolor
4.1	7.5	2.8	Virginica
5.1	4.0	0.2	Setosa
3.3	7.4	4.0	Virginica
5.5	8.6	2.1	Virginica
7.3	1.9	2.9	Setosa
8.3	9.4	3.5	Virginica
3.3	8.0	3.8	Versicolor
4.4	5.5	1.5	Versicolor
5.8	6.8	5.0	Versicolor
6.8	6.1	2.5	Virginica
4.9	4.1	0.2	Setosa
7.9	5.0	3.4	Setosa
4.3	11.2	5.5	Virginica
6.0	4.9	1.6	Setosa
6.1	7.6	4.5	Virginica
4.0	5.1	2.4	Versicolor
4.1	1.5	3.2	Setosa
3.9	6.7	2.0	Versicolor
4.4	3.0	1.2	Setosa
3.8	7.0	6.5	Virginica
3.7	8.4	4.3	Virginica
6.2	7.8	3.8	Virginica
5.3	8.0	3.8	Versicolor
7.2	5.9	5.2	Versicolor
8.4	5.7	2.9	Setosa
4.6	6.1	5.3	Virginica
6.1	7.9	2.2	Versicolor
5.0	10.0	4.1	Virginica
6.2	5.0	2.5	Versicolor
7.0	5.3	1.3	Setosa
7.6	5.9	3.6	Virginica
4.8	7.0	5.8	Versicolor
6.3	9.6	5.4	Virginica
7.2	6.6	2.1	Versicolor
3.4	4.5	1.6	Versicolor
5.0	3.6	1.6	Setosa
5.7	6.2	4.3	Virginica
4.1	4.4	2.4	Versicolor
7.0	9.6	5.8	Virginica
3.2	8.1	1.0	Versicolor
4.8	8.7	4.6	Virginica
3.2	5.2	3.8	Versicolor
7.0	7.2	3.3	Virginica
4.3	7.7	6.0	Virginica
4.9	5.3	4.0	Versicolor
6.7	8.1	2.4	Virginica
5.6	6.5	1.5	Versicolor
6.0	5.2	6.5	Virginica
5.2	7.9	6.8	Virginica
