petal.width	variety
6.5	Virginica
4.7	Versicolor
3.9	Versicolor
3.5	Virginica
5.1	Versicolor
2.3	Virginica
5.0	Setosa
3.0	Virginica
3.2	Setosa
1.8	Versicolor
1.8	Versicolor
3.1	Versicolor
2.7	Setosa
6.9	Virginica
1.8	Versicolor
1.3	Setosa
3.9	Setosa
3.7	Setosa
2.2	Setosa
1.0	Versicolor
3.8	Versicolor
4.4	Setosa
5.6	Versicolor
5.0	Virginica
2.2	Setosa
1.7	Setosa
0.9	Setosa
3.2	Versicolor
2.7	Setosa
5.5	Versicolor
4.7	Setosa
4.1	Virginica
3.9	Versicolor
3.7	Setosa
3.0	Versicolor
4.0	Virginica
6.0	Virginica
5.1	Setosa
2.1	Setosa
2.2	Virginica
3.7	Setosa
1.2	Setosa
4.0	Versicolor
5.3	Versicolor
5.2	Versicolor
2.4	Setosa
4.1	Versicolor
2.5	Versicolor
1.2	Setosa
6.6	Virginica
3.8	Virginica
3.3	Virginica
4.2	Virginica
5.8	Virginica
3.4	Setosa
6.8	Virginica
0.7	Setosa
2.3	Virginica
2.0	Versicolor
0.6	Setosa
3.4	Versicolor
4.8	Versicolor
4.8	Virginica
2.3	Setosa
1.7	Setosa
2.0	Versicolor
1.3	Setosa
4.8	Virginica
6.0	Virginica
2.2	Virginica
4.7	Versicolor
3.8	Virginica
5.9	Virginica
6.0	Versicolor
2.8	Virginica
0.7	Setosa
2.0	Versicolor
3.3	Setosa
2.4	Versicolor
1.4	Versicolor
3.1	Setosa
2.2	Versicolor
2.0	Versicolor
2.7	Setosa
4.0	Virginica
5.4	Versicolor
6.6	Virginica
1.8	Virginica
3.7	Setosa
3.5	Virginica
4.6	Versicolor
3.2	Virginica
2.1	Virginica
3.0	Virginica
3.6	Setosa
6.3	Virginica
3.0	Versicolor
4.8	Versicolor
5.8	Versicolor
4.7	Versicolor
4.0	Versicolor
4.9	Setosa
4.8	Versicolor
2.4	Setosa
4.7	Setosa
