petal.width	variety
3.8	Virginica
4.6	Virginica
2.0	Versicolor
4.8	Virginica
0.2	Setosa
2.7	Versicolor
4.7	Setosa
1.9	Versicolor
4.6	Versicolor
4.8	Virginica
4.4	Setosa
1.1	Setosa
3.7	Setosa
0.2	Setosa
3.0	Versicolor
3.4	Virginica
1.0	Versicolor
3.4	Virginica
5.2	Virginica
5.8	Virginica
5.0	Versicolor
2.8	Virginica
4.1	Versicolor
4.7	Setosa
4.2	Setosa
1.8	Setosa
2.2	Setosa
5.8	Virginica
4.7	Setosa
4.2	Versicolor
3.0	Versicolor
2.0	Virginica
6.0	Versicolor
4.8	Versicolor
4.4	Virginica
4.9	Virginica
1.8	Setosa
1.5	Versicolor
4.2	Setosa
2.5	Versicolor
2.8	Versicolor
6.6	Virginica
5.6	Virginica
1.1	Setosa
4.8	Virginica
4.7	Setosa
1.7	Setosa
1.7	Versicolor
3.7	Setosa
2.8	Virginica
5.0	Versicolor
2.9	Setosa
3.0	Versicolor
6.2	Virginica
1.4	Setosa
1.7	Setosa
3.2	Setosa
2.0	Versicolor
3.8	Virginica
3.1	Setosa
1.5	Virginica
4.3	Virginica
4.3	Setosa
2.0	Virginica
2.1	Virginica
1.6	Setosa
1.3	Versicolor
2.8	Versicolor
4.0	Versicolor
1.7	Setosa
3.4	Virginica
3.3	Setosa
2.7	Setosa
1.8	Versicolor
5.3	Virginica
2.6	Setosa
4.1	Virginica
4.4	Versicolor
4.7	Versicolor
0.4	Setosa
3.7	Setosa
0.8	Setosa
3.4	Versicolor
2.8	Versicolor
3.4	Versicolor
5.3	Virginica
5.0	Virginica
3.8	Versicolor
4.7	Setosa
4.7	Versicolor
3.4	Versicolor
5.3	Virginica
3.1	Virginica
3.9	Virginica
6.3	Virginica
3.4	Virginica
4.4	Setosa
3.4	Versicolor
2.7	Versicolor
6.0	Virginica
3.6	Setosa
4.2	Setosa
2.4	Virginica
5.3	Virginica
4.2	Setosa
