sepal.width	variety
7.0	Setosa
7.3	Virginica
3.2	Versicolor
3.6	Versicolor
6.7	Setosa
4.5	Virginica
2.9	Versicolor
7.5	Virginica
3.0	Virginica
4.5	Setosa
4.3	Virginica
3.0	Versicolor
5.2	Versicolor
5.1	Versicolor
4.3	Virginica
3.3	Versicolor
5.6	Versicolor
5.1	Setosa
3.3	Versicolor
4.4	Versicolor
7.8	Versicolor
5.1	Virginica
3.9	Virginica
3.9	Versicolor
5.8	Virginica
5.8	Versicolor
6.9	Setosa
7.8	Setosa
3.5	Setosa
5.3	Virginica
3.5	Virginica
3.1	Virginica
3.8	Versicolor
3.7	Setosa
6.2	Virginica
5.2	Setosa
3.0	Virginica
6.6	Virginica
6.9	Setosa
6.3	Virginica
3.5	Virginica
4.7	Versicolor
7.3	Virginica
4.2	Versicolor
6.1	Setosa
3.4	Setosa
4.2	Versicolor
8.2	Setosa
7.8	Setosa
4.0	Versicolor
6.0	Versicolor
4.5	Virginica
3.5	Virginica
5.5	Setosa
6.5	Virginica
6.0	Virginica
6.0	Setosa
6.7	Virginica
6.6	Setosa
6.7	Versicolor
3.2	Virginica
5.5	Versicolor
6.5	Setosa
6.5	Versicolor
7.1	Versicolor
6.4	Versicolor
3.3	Virginica
2.8	Versicolor
3.7	Setosa
6.1	Setosa
5.9	Versicolor
4.3	Versicolor
4.7	Virginica
2.9	Versicolor
4.2	Setosa
5.5	Versicolor
5.0	Setosa
3.0	Virginica
5.9	Setosa
4.0	Virginica
3.1	Versicolor
2.8	Virginica
3.5	Virginica
6.1	Virginica
7.4	Setosa
3.2	Versicolor
3.5	Virginica
3.7	Versicolor
8.6	Setosa
5.7	Setosa
5.8	Setosa
3.4	Virginica
3.4	Versicolor
6.6	Virginica
4.3	Virginica
6.0	Versicolor
3.1	Virginica
4.4	Versicolor
5.9	Setosa
2.9	Versicolor
2.9	Virginica
6.3	Setosa
7.9	Setosa
6.0	Versicolor
3.4	Virginica
